Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
وزیر خارجہ ایس ایم کرشنا نے گزشتہ شام یہاں اےک تقریب مےں میڈیا نمائندوں سے اظہار خیال کرتے ہوئے کہا کہ حکومت کی جانب سے ہند - پاک سیریز کے لیے صرف تعاونی کردار ادا کیا جائےگا کیونکہ پاکستان کے ساتھ سیریز کا فیصلہ بی سی سی آئی کو کرنا ہے ۔,وزیر خارجہ ایس ایم کرشنا نے گزشتہ شام یہاں اےک تقریب مےں میڈیا نمائندوں سے اظہار خیال کرتے ہوئے کہا کہ حکومت کی جانب سے,وزیر خارجہ ایس ایم کرشنا نے گزشتہ شام یہاں اےک تقریب مےں میڈیا نمائندوں سے اظہار خیال کرتے ہوئے کہا کہ ہند - پاک سیریز کے لیے,وزیر خارجہ ایس ایم کرشنا نے گزشتہ شام یہاں اےک تقریب مےں میڈیا نمائندوں سے اظہار خیال کرتے ہوئے کہا کہ حکومت کی جانب سے,وزیر خارجہ ایس ایم کرشنا نے گزشتہ شام یہاں اےک تقریب مےں میڈیا نمائندوں سے اظہار خیال کرتے ہوئے کہا کہ سیریز کے لیے,حکومت کا جانب سے,سیریز کے لئے,کر,حکومت کی جانب سے,ہند - پاک سیریز کے لیے,4,6,کا جانب سے,کے لئے,حکومت,سیریز,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
پاکستانی ٹی وی چینل جیو نیوز کے بموجب پاکستان کرکٹ بورڈ ( پی سی بی ) کے سی او او سبحان احمد نے کہا کہ بورڈ آف کرکٹ کنٹرول ان انڈیا ( بی سی سی آئی ) سے ہند پاک کرکٹ روبط کے احیاء کے لیے سرکاری طور پر تبادلہ خیال ہوا ہے ۔,پاکستانی ٹی وی چینل جیو نیوز کے بموجب پاکستان کرکٹ بورڈ ( پی سی بی ) کے سی او او سبحان احمد نے کہا کہ بورڈ آف کرکٹ کنٹرول ان انڈیا ( بی سی سی آئی ) سے ہند پاک کرکٹ روبط کے احیاء کے لیے,پاکستانی ٹی وی چینل جیو نیوز کے بموجب پاکستان کرکٹ بورڈ ( پی سی بی ) کے سی او او سبحان احمد نے کہا کہ بورڈ آف کرکٹ کنٹرول ان انڈیا ( بی سی سی آئی ) سے سرکاری طور پر,پاکستانی ٹی وی چینل جیو نیوز کے بموجب پاکستان کرکٹ بورڈ ( پی سی بی ) کے سی او او سبحان احمد نے کہا کہ بورڈ آف کرکٹ کنٹرول ان انڈیا ( بی سی سی آئی ) سے احیاء کے لیے,پاکستانی ٹی وی چینل جیو نیوز کے بموجب پاکستان کرکٹ بورڈ ( پی سی بی ) کے سی او او سبحان احمد نے کہا کہ بورڈ آف کرکٹ کنٹرول ان انڈیا ( بی سی سی آئی ) سے طور پر,احیاء کے لئے,طور پر,ہو,ہند پاک کرکٹ روبط کے احیاء کے لیے,سرکاری طور پر,8,3,کے لئے,پر,احیاء,طور,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
نیز آئی پی ایل کے بعد سیریز کے متعلق مزید تبادلہ خیال ہوگا ۔,نیز آئی پی ایل کے بعد,نیز سیریز کے متعلق,نیز ایل کے بعد,نیز سیریز کے متعلق,ایل کے بعد,سیریز کے متعلق,ہو,آئی پی ایل کے بعد,سیریز کے متعلق,5,3,کے بعد,کے متعلق,ایل,سیریز,PROPN,NOUN,postpositional,postpositional,Preverbal,Urdu
احمد کے بموجب اگر دونوں ہی ٹیمیں اپنے شیڈول مےں معمولی تبدیلی کرتے ہےں تو رواں برس ہند - پاک سیریز کا انعقاد یقنی ہوگا ۔,احمد کے بموجب,اپنے شیڈول مےں,احمد کے بموجب,شیڈول مےں,احمد کے بموجب,شیڈول مےں,کر,احمد کے بموجب,اپنے شیڈول مےں,3,3,کے بموجب,مےں,احمد,شیڈول,PROPN,NOUN,postpositional,postpositional,Preverbal,Urdu
'' تو حضور صلی اللہ علیہ وسلم نے اجازت عطا فرمائی اور فرمایا کہ '' تمہارے تقویٰ اور لاحول ولاقو الا باللّٰہ کی کثرت کی برکت سے اللہ تعالیٰ نے تمہاری غیب سے مدد فرمائی ہے '' ۔,'' تو حضور صلی اللہ علیہ وسلم نے اجازت عطا فرمائی اور فرمایا کہ '' تمہارے تقویٰ اور لاحول ولاقو الا باللّٰہ کی کثرت کی برکت سے,'' تو حضور صلی اللہ علیہ وسلم نے اجازت عطا فرمائی اور فرمایا کہ غیب سے,'' تو حضور صلی اللہ علیہ وسلم نے اجازت عطا فرمائی اور فرمایا کہ برکت سے,'' تو حضور صلی اللہ علیہ وسلم نے اجازت عطا فرمائی اور فرمایا کہ غیب سے,برکت سے,غیب سے,فرما,'' تمہارے تقویٰ اور لاحول ولاقو الا باللّٰہ کی کثرت کی برکت سے,غیب سے,13,2,سے,سے,برکت,غیب,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
مسٹر طنطوی نے تحریک نفاذ شریعت محمدی کے سربراہ صوفی محمد کے حالیہ بیانات پر تبصرہ کرتے ہوئے کہا کہ پاکستانی دستور میں واضح طور پر تحریر ہے کہ ایسی کوئی قانون_سازی نہیں کی جا سکتی جو اسلامی تعلیمات یا مکتبہ فکر کے مغائر ہو ۔,مسٹر طنطوی نے تحریک نفاذ شریعت محمدی کے سربراہ صوفی محمد کے حالیہ بیانات پر تبصرہ کرتے ہوئے کہا کہ پاکستانی دستور میں,مسٹر طنطوی نے تحریک نفاذ شریعت محمدی کے سربراہ صوفی محمد کے حالیہ بیانات پر تبصرہ کرتے ہوئے کہا کہ واضح طور پر,مسٹر طنطوی نے تحریک نفاذ شریعت محمدی کے سربراہ صوفی محمد کے حالیہ بیانات پر تبصرہ کرتے ہوئے کہا کہ دستور میں,مسٹر طنطوی نے تحریک نفاذ شریعت محمدی کے سربراہ صوفی محمد کے حالیہ بیانات پر تبصرہ کرتے ہوئے کہا کہ طور پر,دستور میں,طور پر,ہے,پاکستانی دستور میں,واضح طور پر,3,3,میں,پر,دستور,طور,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
شہر نظام_آباد میں کل شام بارش اور تیز ہواؤں کی وجہ سے بعض مقامات پر درخت زمین_بوس ہو گئے ۔,شہر نظام_آباد میں,بعض مقامات پر,نظام_آباد میں,مقامات پر,نظام_آباد میں,مقام پر,ہو,شہر نظام_آباد میں,بعض مقامات پر,3,3,میں,پر,نظام_آباد,مقام,PROPN,NOUN,postpositional,postpositional,Preverbal,Urdu
تیز ہواؤں کی وجہ سے برقی سربراہی میں بھی خلل پڑا ۔,تیز ہواؤں کی وجہ سے,برقی سربراہی میں بھی,ہواؤں کی وجہ سے,سربراہی میں,ہوا کا وجہ سے,سربراہی میں,پڑ,تیز ہواؤں کی وجہ سے,برقی سربراہی میں بھی,5,4,کا وجہ سے,میں,ہوا,سربراہی,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
اس کے بعد سے ان علاقوں میں برقی سربراہی مسدود ہو گئی تھی ۔,اس کے بعد سے,ان علاقوں میں,اس کے بعد سے,علاقوں میں,یہ کے بعد سے,علاقہ میں,ہو,اس کے بعد سے,ان علاقوں میں,4,3,کے بعد سے,میں,یہ,علاقہ,PRON,NOUN,postpositional,postpositional,Preverbal,Urdu
"بعد ازاں انھوں نے آر اینڈ بی گیسٹ ہاؤز مےں صحافیوں سے بات_چیت کرتے ہوئے بتایا کہ علاقہ تلنگانہ سے تعلق رکھنے والے خواہشمند امیدوار آرمی مےں مخلوعہ مختلف قسم کی جائیدادوں سولجر ٹکنیکل , سولجر نرسنگ اسسٹنٹ , جنرل ڈیوٹی کلرک , اسٹور کیپرس اور سولجر ٹریڈرس بھرتی عمل مےں لائی جا رہی ہے ۔",بعد ازاں,آر اینڈ بی گیسٹ ہاؤز مےں,بعد ازاں,ہاؤز مےں,بعد بعدازاں,ہاؤز مےں,بتا,بعد ازاں,آر اینڈ بی گیسٹ ہاؤز مےں,2,6,بعد,مےں,بعدازاں,ہاؤز,PRON,NOUN,prepositional,postpositional,Preverbal,Urdu
امیدواروں کو چاہیے کہ صبح کی اولین ساعتوں مےں اندرا گاندھی اسپورٹس اسٹیڈیم میدک کو پہنچ جائیں ۔,امیدواروں کو چاہیے کہ صبح کی اولین ساعتوں مےں,امیدواروں کو چاہیے کہ اندرا گاندھی اسپورٹس اسٹیڈیم میدک کو,امیدواروں کو چاہیے کہ ساعتوں مےں,امیدواروں کو چاہیے کہ میدک کو,ساعت مےں,میدک کو,پہنچ,صبح کی اولین ساعتوں مےں,اندرا گاندھی اسپورٹس اسٹیڈیم میدک کو,5,6,مےں,کو,ساعت,میدک,NOUN,PROPN,postpositional,postpositional,Preverbal,Urdu
کولکتہ نائٹ رائڈرس کوچی ٹسکرس کے خلاف کل ہوئی شکست کو پس_پشت ڈالتے ہوئے رائل چیلنجرس بنگلور کے خلاف کل یہاں ایڈن گارڈن مےں کھیلے جانے والے مقابلہ کے ذریعہ دوبارہ کامیابی کی سمت واپسی کی خواہاں ہے ۔,کولکتہ نائٹ رائڈرس کوچی ٹسکرس کے خلاف کل ہوئی شکست کو پس_پشت ڈالتے ہوئے رائل چیلنجرس بنگلور کے خلاف,کولکتہ نائٹ رائڈرس کوچی ٹسکرس کے خلاف کل ہوئی شکست کو پس_پشت ڈالتے ہوئے ایڈن گارڈن مےں,کولکتہ نائٹ رائڈرس کوچی ٹسکرس کے خلاف کل ہوئی شکست کو پس_پشت ڈالتے ہوئے بنگلور کے خلاف,کولکتہ نائٹ رائڈرس کوچی ٹسکرس کے خلاف کل ہوئی شکست کو پس_پشت ڈالتے ہوئے گارڈن مےں,بنگلور کے خلاف,گارڈن مےں,کھیل,رائل چیلنجرس بنگلور کے خلاف,ایڈن گارڈن مےں,5,3,کے خلاف,مےں,بنگلور,گارڈن,PROPN,PROPN,postpositional,postpositional,Preverbal,Urdu
تاہم رائل چیلنجرس کے کھلاڑی اس حقیقت سے بخوبی واقف ہےں کہ ٹوئنٹی 20 کرکٹ مےں چند بڑے اسٹروک کے ذریعہ مقابلے کا نتیجہ بدلا جا سکتا ہے ۔,تاہم رائل چیلنجرس کے کھلاڑی اس حقیقت سے بخوبی واقف ہےں کہ ٹوئنٹی 20 کرکٹ مےں,تاہم رائل چیلنجرس کے کھلاڑی اس حقیقت سے بخوبی واقف ہےں کہ چند بڑے اسٹروک کے ذریعہ,تاہم رائل چیلنجرس کے کھلاڑی اس حقیقت سے بخوبی واقف ہےں کہ کرکٹ مےں,تاہم رائل چیلنجرس کے کھلاڑی اس حقیقت سے بخوبی واقف ہےں کہ اسٹروک کے ذریعہ,کرکٹ مےں,اسٹروک کے ذریعہ,بدل,ٹوئنٹی 20 کرکٹ مےں,چند بڑے اسٹروک کے ذریعہ,4,5,مےں,کے ذریعہ,کرکٹ,اسٹروک,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
جبکہ چیٹشور پوجارا اور سوربھ تیواری بھی بنگلور کے بیٹنگ شعبہ کو تقویت دے رہے ہےں لیکن چینائی سوپر کنگس اور دکن چارجرس کے خلاف یہ کھلاڑی نشانے کے تعاقب مےں ناکام رہے تھے,جبکہ چیٹشور پوجارا اور سوربھ تیواری بھی بنگلور کے بیٹنگ شعبہ کو تقویت دے رہے ہےں لیکن چینائی سوپر کنگس اور دکن چارجرس کے خلاف,جبکہ چیٹشور پوجارا اور سوربھ تیواری بھی بنگلور کے بیٹنگ شعبہ کو تقویت دے رہے ہےں لیکن نشانے کے تعاقب مےں,جبکہ چیٹشور پوجارا اور سوربھ تیواری بھی بنگلور کے بیٹنگ شعبہ کو تقویت دے رہے ہےں لیکن کنگس کے خلاف,جبکہ چیٹشور پوجارا اور سوربھ تیواری بھی بنگلور کے بیٹنگ شعبہ کو تقویت دے رہے ہےں لیکن تعاقب مےں,کنگس کے خلاف,تعاقب مےں,رہ,چینائی سوپر کنگس اور دکن چارجرس کے خلاف,نشانے کے تعاقب مےں,8,4,کے خلاف,مےں,کنگس,تعاقب,PROPN,NOUN,postpositional,postpositional,Preverbal,Urdu
الٹرانیٹو کوآرڈینیٹر راجیو ودیا مشن میدک جناب ریاض نے مخاطب کرتے ہوئے کہا کہ حکومت اقلیتوں کے لیے کئی اسکیمات رو بہ_عمل لا رہی ہے ۔,الٹرانیٹو کوآرڈینیٹر راجیو ودیا مشن میدک جناب ریاض نے مخاطب کرتے ہوئے کہا کہ حکومت اقلیتوں کے لیے,الٹرانیٹو کوآرڈینیٹر راجیو ودیا مشن میدک جناب ریاض نے مخاطب کرتے ہوئے کہا کہ حکومت رو بہ_عمل,الٹرانیٹو کوآرڈینیٹر راجیو ودیا مشن میدک جناب ریاض نے مخاطب کرتے ہوئے کہا کہ حکومت اقلیتوں کے لیے,الٹرانیٹو کوآرڈینیٹر راجیو ودیا مشن میدک جناب ریاض نے مخاطب کرتے ہوئے کہا کہ حکومت رو بہ_عمل,اقلیت کے لئے,روبہ_عمل روبہ_عمل,لا,اقلیتوں کے لیے,رو بہ_عمل,3,2,کے لئے,روبہ_عمل,اقلیت,روبہ_عمل,NOUN,NOUN,postpositional,prepositional,Preverbal,Urdu
واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں دینارا سفینا کو سرینا ولیمس کے خلاف شکست برداشت کرنی پڑی جبکہ گزشتہ سیزن فرنچ اوپن میں سفینا کو سربیائی ٹینس اسٹار اینا ایوانووچ نے شکست دی تھی اور اس طرح وہ دو مرتبہ گرانڈ سلام خطابات سے محروم رہیں ۔,واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں,واضح رہے رواں برس آسٹریلین اوپن کے سرینا ولیمس کے خلاف,واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں,واضح رہے رواں برس آسٹریلین اوپن کے ولیمس کے خلاف,فائنل میں,ولیمس کے خلاف,کر,فائنل میں,سرینا ولیمس کے خلاف,2,4,میں,کے خلاف,فائنل,ولیمس,NOUN,PROPN,postpositional,postpositional,Preverbal,Urdu
واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں دینارا سفینا کو سرینا ولیمس کے خلاف شکست برداشت کرنی پڑی جبکہ گزشتہ سیزن فرنچ اوپن میں سفینا کو سربیائی ٹینس اسٹار اینا ایوانووچ نے شکست دی تھی اور اس طرح وہ دو مرتبہ گرانڈ سلام خطابات سے محروم رہیں ۔,واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں,واضح رہے رواں برس آسٹریلین اوپن کے سرینا ولیمس کے خلاف,واضح رہے رواں برس آسٹریلین اوپن کے فائنل میں,واضح رہے رواں برس آسٹریلین اوپن کے ولیمس کے خلاف,فائنل میں,ولیمس کے خلاف,کر,فائنل میں,سرینا ولیمس کے خلاف,2,4,میں,کے خلاف,فائنل,ولیمس,NOUN,PROPN,postpositional,postpositional,Preverbal,Urdu
اور اب بلدی و آبرسانی حکام کی لاپرواہی سے یہ علاقہ کمسن بچوں کے لیے قطعی غیرمحفوظ تصور کیا جا رہا ہے ہے,اور اب بلدی و آبرسانی حکام کی لاپرواہی سے,اور اب کمسن بچوں کے لیے,اور اب لاپرواہی سے,اور اب بچوں کے لیے,لاپرواہی سے,بچہ کے لئے,کر,بلدی و آبرسانی حکام کی لاپرواہی سے,کمسن بچوں کے لیے,7,4,سے,کے لئے,لاپرواہی,بچہ,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
واقعہ کے بعد ریاست نگر مےں مجلس بچاؤ تحریک کے قائدین نے احتجاج کیا ۔,واقعہ کے بعد,ریاست نگر مےں,واقعہ کے بعد,نگر مےں,واقعہ کے بعد,نگر مےں,کر,واقعہ کے بعد,ریاست نگر مےں,3,3,کے بعد,مےں,واقعہ,نگر,NOUN,PROPN,postpositional,postpositional,Preverbal,Urdu
"باوثوق ذرائع کے مطابق نواز کے والد محمد یوسف ایل بی نگر مےں واقع اےک دکان پر ٹائر پنکچر بنانے کا کام کرتے ہےں اور ان کے تین لڑکے اور چار لڑکیاں ہےں , تین لڑکوں مےں اےک لڑکا نواز کی آج موت ہو گئی ۔",باوثوق ذرائع کے مطابق,ایل بی نگر مےں واقع اےک دکان پر,ذرائع کے مطابق,دکان پر,ذرائع کے مطابق,دکان پر,کر,باوثوق ذرائع کے مطابق,ایل بی نگر مےں واقع اےک دکان پر,4,8,کے مطابق,پر,ذرائع,دکان,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
نواز گورنمنٹ اسکول مےں تعلیم حاصل کر رہا تھا اور آج وہ اپنے مکان کے قریب کھیل مےں مصروف تھا کہ جے سی بی کے ڈرائیور کی لاپرواہی نے اسے موت کی آغوش مےں لے لیا ۔,نواز گورنمنٹ اسکول مےں تعلیم حاصل کر رہا تھا اور آج وہ اپنے مکان کے قریب,نواز گورنمنٹ اسکول مےں تعلیم حاصل کر رہا تھا اور آج وہ کھیل مےں,نواز گورنمنٹ اسکول مےں تعلیم حاصل کر رہا تھا اور آج وہ مکان کے قریب,نواز گورنمنٹ اسکول مےں تعلیم حاصل کر رہا تھا اور آج وہ کھیل مےں,مکان کے قریب,کھیل مےں,تھا,اپنے مکان کے قریب,کھیل مےں,4,2,کے قریب,مےں,مکان,کھیل,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
والدہ کو معلوم ہوا تو وہ سخت ناراض ہوئیں اور کہا : '' جب تک نوکر سے معافی نہیں مانگوگے ، روٹی نہیں ملےگی '',والدہ کو معلوم ہوا تو وہ سخت ناراض ہوئیں اور کہا : '' جب تک,والدہ کو معلوم ہوا تو وہ سخت ناراض ہوئیں اور کہا : نوکر سے,والدہ کو معلوم ہوا تو وہ سخت ناراض ہوئیں اور کہا : جب تک,والدہ کو معلوم ہوا تو وہ سخت ناراض ہوئیں اور کہا : نوکر سے,جب تک,نوکر سے,مانگ,'' جب تک,نوکر سے,3,2,تک,سے,جب,نوکر,PRON,NOUN,postpositional,postpositional,Preverbal,Urdu
اس موقع پر ان کی عمردرازی اور صحت_یابی کے لیے نیک تمناؤں کا اظہار کیا ۔,اس موقع پر,ان کی عمردرازی اور صحت_یابی کے لیے,موقع پر,ان کی,موقع پر,یہ کا,کر,اس موقع پر,ان کی عمردرازی اور صحت_یابی کے لیے,3,7,پر,کا,موقع,یہ,NOUN,PRON,postpositional,postpositional,Preverbal,Urdu
بعد ازاں تلگودیشم قائدین و کارکنوں نے سب جیل مےں قیدیوں مےں پھلوں کو تقسیم کیے اور خون کا عطیہ بھی دیئے ۔,بعد ازاں,سب جیل مےں,بعد ازاں,جیل مےں,بعد ازاں,جیل مےں,کر,بعد ازاں,سب جیل مےں,2,3,بعد,مےں,ازاں,جیل,PRON,NOUN,prepositional,postpositional,Preverbal,Urdu
وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر رچا بنڈا پروگرام کے تحت منعقد ہونے والے پروگرام مےں اےک نامعلوم شخص کی جانب سے بم رکھنے کی جھوٹی اطلاع دی گئی ۔,وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر,رچا بنڈا پروگرام کے تحت,دورے کے موقع پر,پروگرام کے تحت,دورا کے موقع پر,پروگرام کے تحت,ہو,وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر,رچا بنڈا پروگرام کے تحت,13,5,کے موقع پر,کے تحت,دورا,پروگرام,NOUN,PROPN,postpositional,postpositional,Preverbal,Urdu
وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر رچا بنڈا پروگرام کے تحت منعقد ہونے والے پروگرام مےں اےک نامعلوم شخص کی جانب سے بم رکھنے کی جھوٹی اطلاع دی گئی ۔,وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر رچا بنڈا پروگرام کے تحت منعقد ہونے والے پروگرام مےں,اےک نامعلوم شخص کی جانب سے,پروگرام مےں,شخص کی جانب سے,پروگرام مےں,شخص کا جانب سے,رکھ,وزیر پنچایت راج مسٹر کے جانا ریڈی کے ہالیہ دورے کے موقع پر رچا بنڈا پروگرام کے تحت منعقد ہونے والے پروگرام مےں,اےک نامعلوم شخص کی جانب سے,23,6,مےں,کا جانب سے,پروگرام,شخص,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
"انہوں نے کہا کہ انسداد رقمی ہیر پھیر قانون کو یو پی اے حکومت کی جانب سے عمل مےں لایا گیا , جس کے نتیجہ مےں سابق چیف منسٹر جھارکھنڈ مدھو کوڈا کو جیل بھیج دیا گیا ۔",انہوں نے کہا کہ انسداد رقمی ہیر پھیر قانون کو یو پی اے حکومت کی جانب سے,انہوں نے کہا کہ انسداد رقمی ہیر پھیر قانون کو عمل مےں,انہوں نے کہا کہ انسداد رقمی ہیر پھیر قانون کو حکومت کی جانب سے,انہوں نے کہا کہ انسداد رقمی ہیر پھیر قانون کو عمل مےں,حکومت کا جانب سے,عمل مےں,لا,یو پی اے حکومت کی جانب سے,عمل مےں,7,2,کا جانب سے,مےں,حکومت,عمل,NOUN,NOUN,postpositional,postpositional,Preverbal,Urdu
تاہم اب تک ان کے خلاف کوئی کاروائی نہیں کی گئی ۔,تاہم اب تک,تاہم ان کے خلاف,تاہم اب تک,تاہم ان کے خلاف,اب تک,یہ کے خلاف,کر,اب تک,ان کے خلاف,2,3,تک,کے خلاف,اب,یہ,PRON,PRON,postpositional,postpositional,Preverbal,Urdu
