Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
Na hlavnej stránke v pravom menu je ikona určená pre registráciu nového používateľa .,Na hlavnej stránke,v pravom menu,Na stránke,v menu,na stránka,v menu,byť,Na hlavnej stránke,v pravom menu,3,3,na,v,stránka,menu,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
Svoje fotografie odteraz nájdete vždy na adrese www . fotoindex . sk vo svojom súkromnom fotoalbume .,Svoje fotografie odteraz nájdete vždy na adrese www . fotoindex . sk,Svoje fotografie odteraz nájdete vždy vo svojom súkromnom fotoalbume,Svoje fotografie odteraz nájdete vždy na adrese,Svoje fotografie odteraz nájdete vždy vo fotoalbume,na adresa,v fotoalbum,nájsť,na adrese www . fotoindex . sk,vo svojom súkromnom fotoalbume,7,4,na,v,adresa,fotoalbum,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Pokračovala v nezmenenom tempe stále bližšie k jeho stolu .,Pokračovala v nezmenenom tempe,Pokračovala k jeho stolu,Pokračovala v tempe,Pokračovala k stolu,v tempo,k stôl,pokračovať,v nezmenenom tempe,k jeho stolu,3,3,v,k,tempo,stôl,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Súžitie etník tu teda fungovalo na princípe spoločenstiev v ktorých jednotlivé zložky popri sebe slobodne existovali a zároveň sa ovplyvňovali , miešali a splývali .",Súžitie etník tu teda fungovalo na princípe spoločenstiev v ktorých,Súžitie etník tu teda fungovalo na princípe spoločenstiev popri sebe,Súžitie etník tu teda fungovalo na princípe spoločenstiev v ktorých,Súžitie etník tu teda fungovalo na princípe spoločenstiev popri sebe,v ktorý,popri seba,existovať,v ktorých,popri sebe,2,2,v,popri,ktorý,seba,DET,PRON,prepositional,prepositional,Preverbal,Slovak
"Nestoja totiž v opozícií voči sebe na rovine ideí a ideológie , ale voči zástupcom orgánov svetských .",Nestoja totiž v opozícií voči sebe,Nestoja totiž na rovine ideí a ideológie,Nestoja totiž v opozícií,Nestoja totiž na rovine,v opozícia,na rovina,stáť,v opozícií voči sebe,na rovine ideí a ideológie,4,5,v,na,opozícia,rovina,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Toto dielo vznikalo postupne od konca 10 storočia do počiatku storočia 12 .,Toto dielo vznikalo postupne od konca 10 storočia,Toto dielo vznikalo postupne do počiatku storočia 12,Toto dielo vznikalo postupne od konca,Toto dielo vznikalo postupne do počiatku,od koniec,do počiatok,vznikať,od konca 10 storočia,do počiatku storočia 12,4,4,od,do,koniec,počiatok,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
A tak sa na Rusi v tomto období stretávame s uctievaním pohanských bohov v novom rúchu .,A tak sa na Rusi,A tak sa v tomto období,A tak sa na Rusi,A tak sa v období,na rus,v obdobie,stretávať,na Rusi,v tomto období,2,3,na,v,rus,obdobie,PROPN,NOUN,prepositional,prepositional,Preverbal,Slovak
V prvom prípade po vytrhaní brady nasleduje vlečenie loďou a pomsta Janom najatých ľudí .,V prvom prípade,po vytrhaní brady,V prípade,po vytrhaní,v prípad,po vytrhanie,nasledovať,V prvom prípade,po vytrhaní brady,3,3,v,po,prípad,vytrhanie,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
Jan prichádza do kraja po zvestiach o zabití žien volchvami .,Jan prichádza do kraja,Jan prichádza po zvestiach o zabití žien volchvami,Jan prichádza do kraja,Jan prichádza po zvestiach,do kraj,po zvesť,prichádzať,do kraja,po zvestiach o zabití žien volchvami,2,6,do,po,kraj,zvesť,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Sedela som vedľa neho na vrchole Squaw Peaku a zmocnil sa ma pocit šťastia .,Sedela som vedľa neho,Sedela som na vrchole Squaw Peaku,Sedela som vedľa neho,Sedela som na vrchole,vedľa on,na vrchol,sedieť,vedľa neho,na vrchole Squaw Peaku,2,4,vedľa,na,on,vrchol,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
"Keď som išla na strednú , našla si ďalšie zamestnanie , aby ušetrila pre mňa na vysokú , a keď som jej ďakovala , povedala mi : “ Poďakuješ sa mi tým , že získaš vzdelanie , ktoré ja nemám . “","Keď som išla na strednú , našla si ďalšie zamestnanie , aby ušetrila pre mňa","Keď som išla na strednú , našla si ďalšie zamestnanie , aby ušetrila na vysokú","Keď som išla na strednú , našla si ďalšie zamestnanie , aby ušetrila pre mňa","Keď som išla na strednú , našla si ďalšie zamestnanie , aby ušetrila na vysokú",pre ja,na vysoký,ušetriť,pre mňa,na vysokú,2,2,pre,na,ja,vysoký,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
"“ Vážne som chcela ísť po tréningu za tebou , ale vyfučalo mi to z hlavy .",“ Vážne som chcela ísť po tréningu,“ Vážne som chcela ísť za tebou,“ Vážne som chcela ísť po tréningu,“ Vážne som chcela ísť za tebou,po tréning,za ty,ísť,po tréningu,za tebou,2,2,po,za,tréning,ty,NOUN,PRON,prepositional,prepositional,Postverbal,Slovak
"Uvítala každú príležitosť , aby som vypadla z mesta na čerstvý vzduch .","Uvítala každú príležitosť , aby som vypadla z mesta","Uvítala každú príležitosť , aby som vypadla na čerstvý vzduch","Uvítala každú príležitosť , aby som vypadla z mesta","Uvítala každú príležitosť , aby som vypadla na vzduch",z mesto,na vzduch,vypadnúť,z mesta,na čerstvý vzduch,2,3,z,na,mesto,vzduch,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Smiala som sa , akoby sme boli len kamoši , ale keď som si sadla do auta vedľa Shannon , naskočili mi na ruke zimomriavky , keď sa ma Chris dotkol .","Smiala som sa , akoby sme boli len kamoši , ale keď som si sadla do auta","Smiala som sa , akoby sme boli len kamoši , ale keď som si sadla vedľa Shannon","Smiala som sa , akoby sme boli len kamoši , ale keď som si sadla do auta","Smiala som sa , akoby sme boli len kamoši , ale keď som si sadla vedľa Shannon",do auto,vedľa shannon,sadnúť,do auta,vedľa Shannon,2,2,do,vedľa,auto,shannon,NOUN,PROPN,prepositional,prepositional,Postverbal,Slovak
"“ Radšej choďte na večeru ku Kojotovi , “ pokračovala Shannon .",“ Radšej choďte na večeru,“ Radšej choďte ku Kojotovi,“ Radšej choďte na večeru,“ Radšej choďte ku Kojotovi,na večera,k kojot,chodiť,na večeru,ku Kojotovi,2,2,na,k,večera,kojot,NOUN,PROPN,prepositional,prepositional,Postverbal,Slovak
Tie slová akoby viseli medzi nami vo vzduchu .,Tie slová akoby viseli medzi nami,Tie slová akoby viseli vo vzduchu,Tie slová akoby viseli medzi nami,Tie slová akoby viseli vo vzduchu,medzi my,v vzduch,visieť,medzi nami,vo vzduchu,2,2,medzi,v,my,vzduch,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
"Odraz sa , povedala som si na konci dráhy po prvej dĺžke a hladko som to zvládla .","Odraz sa , povedala som si na konci dráhy","Odraz sa , povedala som si po prvej dĺžke","Odraz sa , povedala som si na konci","Odraz sa , povedala som si po dĺžke",na koniec,po dĺžka,povedať,na konci dráhy,po prvej dĺžke,3,3,na,po,koniec,dĺžka,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"“ Ešte raz blahoželám , “ povedal Chris , keď si cestou späť sadol v autobuse vedľa mňa .","“ Ešte raz blahoželám , “ povedal Chris , keď si cestou späť sadol v autobuse","“ Ešte raz blahoželám , “ povedal Chris , keď si cestou späť sadol vedľa mňa","“ Ešte raz blahoželám , “ povedal Chris , keď si cestou späť sadol v autobuse","“ Ešte raz blahoželám , “ povedal Chris , keď si cestou späť sadol vedľa mňa",v autobus,vedľa ja,sadnúť,v autobuse,vedľa mňa,2,2,v,vedľa,autobus,ja,NOUN,PRON,prepositional,prepositional,Postverbal,Slovak
Bol to nádherný okamih : sedeli sme vedľa seba v prítmí autobusu a žlté pouličné osvetlenie ožiarilo Chrisovi tvár .,Bol to nádherný okamih : sedeli sme vedľa seba,Bol to nádherný okamih : sedeli sme v prítmí autobusu,Bol to nádherný okamih : sedeli sme vedľa seba,Bol to nádherný okamih : sedeli sme v prítmí,vedľa seba,v prítmie,sedieť,vedľa seba,v prítmí autobusu,2,3,vedľa,v,seba,prítmie,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
Chrisova mama zabalila chlebíčky po štyroch do plastovej fólie a ešte do alobalu .,Chrisova mama zabalila chlebíčky po štyroch,Chrisova mama zabalila chlebíčky do plastovej fólie a ešte do alobalu,Chrisova mama zabalila chlebíčky po štyroch,Chrisova mama zabalila chlebíčky do fólie,po štyri,do fólia,zabaliť,po štyroch,do plastovej fólie a ešte do alobalu,2,7,po,do,štyri,fólia,NUM,NOUN,prepositional,prepositional,Postverbal,Slovak
"“ Počkaj , “ povedal , vyzul si tenisku a vylial z nej vodu na trávnik .","“ Počkaj , “ povedal , vyzul si tenisku a vylial z nej","“ Počkaj , “ povedal , vyzul si tenisku a vylial na trávnik","“ Počkaj , “ povedal , vyzul si tenisku a vylial z nej","“ Počkaj , “ povedal , vyzul si tenisku a vylial na trávnik",z ona,na trávnik,vyliať,z nej,na trávnik,2,2,z,na,ona,trávnik,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
"Najprv sme sa pomaly a opatrne zakrádali k ich domu , ale potom sme prebiehali od lampy k lampe .","Najprv sme sa pomaly a opatrne zakrádali k ich domu , ale potom sme prebiehali od lampy","Najprv sme sa pomaly a opatrne zakrádali k ich domu , ale potom sme prebiehali k lampe","Najprv sme sa pomaly a opatrne zakrádali k ich domu , ale potom sme prebiehali od lampy","Najprv sme sa pomaly a opatrne zakrádali k ich domu , ale potom sme prebiehali k lampe",od lampa,k lampa,prebiehať,od lampy,k lampe,2,2,od,k,lampa,lampa,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
“ Asi som ho zabudol u vás na streche ! “,“ Asi som ho zabudol u vás,“ Asi som ho zabudol na streche,“ Asi som ho zabudol u vás,“ Asi som ho zabudol na streche,u vy,na strecha,zabudnúť,u vás,na streche,2,2,u,na,vy,strecha,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
“ Toľko peňazí neminiem na oblečenie za celý rok . “,“ Toľko peňazí neminiem na oblečenie,“ Toľko peňazí neminiem za celý rok,“ Toľko peňazí neminiem na oblečenie,“ Toľko peňazí neminiem za rok,na oblečenie,za rok,minúť,na oblečenie,za celý rok,2,3,na,za,oblečenie,rok,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"“ Najprv si prečítam celú astronómiu od začiatku do konca , “ hovorila som Chrisovi , keď sme v Saabe jeho matky uháňali do verejnej knižnice .",“ Najprv si prečítam celú astronómiu od začiatku,“ Najprv si prečítam celú astronómiu do konca,“ Najprv si prečítam celú astronómiu od začiatku,“ Najprv si prečítam celú astronómiu do konca,od začiatok,do koniec,prečítať,od začiatku,do konca,2,2,od,do,začiatok,koniec,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Chytil ma za ruku a bežali sme dolu kopcom až k svetlám .,Chytil ma za ruku a bežali sme dolu kopcom,Chytil ma za ruku a bežali sme až k svetlám,Chytil ma za ruku a bežali sme dolu kopcom,Chytil ma za ruku a bežali sme k svetlám,dolu kopec,k svetlo,bežať,dolu kopcom,až k svetlám,2,3,dolu,k,kopec,svetlo,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Pri štvrtej obrátke sa mi stužka s kľúčikom z krku vyvliekla .,Pri štvrtej obrátke,z krku,Pri obrátke,z krku,pri obrátka,z krk,vyvliecť,Pri štvrtej obrátke,z krku,3,2,pri,z,obrátka,krk,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
Po večere v lunaparku sme išli zopár ráz po škole do knižnice .,Po večere v lunaparku sme išli zopár ráz po škole,Po večere v lunaparku sme išli zopár ráz do knižnice,Po večere v lunaparku sme išli zopár ráz po škole,Po večere v lunaparku sme išli zopár ráz do knižnice,po škola,do knižnica,ísť,po škole,do knižnice,2,2,po,do,škola,knižnica,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Celou cestou domov som sa dívala z okna do tmavej prázdnoty .,Celou cestou domov som sa dívala z okna,Celou cestou domov som sa dívala do tmavej prázdnoty,Celou cestou domov som sa dívala z okna,Celou cestou domov som sa dívala do prázdnoty,z okno,do prázdnota,dívať,z okna,do tmavej prázdnoty,2,3,z,do,okno,prázdnota,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Pokrčila som list a zahodila ho v kuchyni do koša .,Pokrčila som list a zahodila ho v kuchyni,Pokrčila som list a zahodila ho do koša,Pokrčila som list a zahodila ho v kuchyni,Pokrčila som list a zahodila ho do koša,v kuchyňa,do kôš,zahodiť,v kuchyni,do koša,2,2,v,do,kuchyňa,kôš,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Blythe mi požičala prekrásne hodvábne modré šaty a v trojici sme sa zjavili v piatok večer na plese .,Blythe mi požičala prekrásne hodvábne modré šaty a v trojici sme sa zjavili v piatok,Blythe mi požičala prekrásne hodvábne modré šaty a v trojici sme sa zjavili na plese,Blythe mi požičala prekrásne hodvábne modré šaty a v trojici sme sa zjavili v piatok,Blythe mi požičala prekrásne hodvábne modré šaty a v trojici sme sa zjavili na plese,v piatok,na ples,zjaviť,v piatok,na plese,2,2,v,na,piatok,ples,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Po chvíli však medzi nami zavládlo napäté ticho a obaja sme sa otočili k oknu .,Po chvíli,medzi nami,Po chvíli,medzi nami,po chvíľa,medzi my,zavládnuť,Po chvíli,medzi nami,2,2,po,medzi,chvíľa,my,NOUN,PRON,prepositional,prepositional,Preverbal,Slovak
O dva dni ma v škole čakali samé dobré správy .,O dva dni,v škole,O dni,v škole,o deň,v škola,čakať,O dva dni,v škole,3,2,o,v,deň,škola,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
"Predkladaná publikácia je doplneným a čiastočne prepracovaným textom dizertačnej práce , ktorú som v odbore Všeobecné dejiny obhájil na jar roku 2000 na pôde Filozofickej fakulty Univerzity Komenského v Bratislave .","Predkladaná publikácia je doplneným a čiastočne prepracovaným textom dizertačnej práce , ktorú som v odbore Všeobecné dejiny obhájil na jar roku 2000","Predkladaná publikácia je doplneným a čiastočne prepracovaným textom dizertačnej práce , ktorú som v odbore Všeobecné dejiny obhájil na pôde Filozofickej fakulty Univerzity Komenského v Bratislave","Predkladaná publikácia je doplneným a čiastočne prepracovaným textom dizertačnej práce , ktorú som v odbore Všeobecné dejiny obhájil na jar","Predkladaná publikácia je doplneným a čiastočne prepracovaným textom dizertačnej práce , ktorú som v odbore Všeobecné dejiny obhájil na pôde",na jar,na pôda,obhájiť,na jar roku 2000,na pôde Filozofickej fakulty Univerzity Komenského v Bratislave,4,8,na,na,jar,pôda,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Vo Francúzsku už počas panovania posledných Karolovcov zanikla silná ústredná panovnícka moc .,Vo Francúzsku,už počas panovania posledných Karolovcov,Vo Francúzsku,počas panovania,v francúzsko,počas panovanie,zaniknúť,Vo Francúzsku,už počas panovania posledných Karolovcov,2,5,v,počas,francúzsko,panovanie,PROPN,NOUN,prepositional,prepositional,Preverbal,Slovak
Vďaka tomu sa tu až do obludných rozmerov rozrástlo uplatňovanie tzv . práva vlastníckej cirkvi .,Vďaka tomu,až do obludných rozmerov,Vďaka tomu,do rozmerov,vďaka to,do rozmer,rozrásť,Vďaka tomu,až do obludných rozmerov,2,4,vďaka,do,to,rozmer,DET,NOUN,prepositional,prepositional,Preverbal,Slovak
Samo Gorze sa na začiatku 11 . storočia dostalo vďaka zásahu svojho diecézneho biskupa do rúk clunyjského reformátora Viliama z Dijonu .,Samo Gorze sa na začiatku 11 . storočia dostalo vďaka zásahu svojho diecézneho biskupa,Samo Gorze sa na začiatku 11 . storočia dostalo do rúk clunyjského reformátora Viliama z Dijonu,Samo Gorze sa na začiatku 11 . storočia dostalo vďaka zásahu,Samo Gorze sa na začiatku 11 . storočia dostalo do rúk,vďaka zásah,do ruka,dostať,vďaka zásahu svojho diecézneho biskupa,do rúk clunyjského reformátora Viliama z Dijonu,5,7,vďaka,do,zásah,ruka,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Už sme spomenuli , že pápežský úrad bol v desaťročiach pred reformou v hlbokej kríze .","Už sme spomenuli , že pápežský úrad bol v desaťročiach pred reformou","Už sme spomenuli , že pápežský úrad bol v hlbokej kríze","Už sme spomenuli , že pápežský úrad bol v desaťročiach","Už sme spomenuli , že pápežský úrad bol v kríze",v desaťročie,v kríza,byť,v desaťročiach pred reformou,v hlbokej kríze,4,3,v,v,desaťročie,kríza,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
V ich rámci budeme na prvom mieste hovoriť o výnimočnom postavení uhorského kráľa voči domácej cirkvi .,V ich rámci,na prvom mieste,V rámci,na mieste,v rámec,na miesto,hovoriť,V ich rámci,na prvom mieste,3,3,v,na,rámec,miesto,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
V širších súvislostiach to zasa podľa nás poukazuje na podobnosť postavenia franských panovníkov a Štefana I . vo svojich štátnych cirkvách .,V širších súvislostiach,podľa nás,V súvislostiach,podľa nás,v súvislosť,podľa my,poukazovať,V širších súvislostiach,podľa nás,3,2,v,podľa,súvislosť,my,NOUN,PRON,prepositional,prepositional,Preverbal,Slovak
Po skončení vlády prvého stredovekého západného cisára totiž v krajine ochabli štátne garancie dodržiavania zákonnosti .,Po skončení vlády prvého stredovekého západného cisára,v krajine,Po skončení,v krajine,po skončenie,v krajina,ochabnúť,Po skončení vlády prvého stredovekého západného cisára,v krajine,7,2,po,v,skončenie,krajina,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovak
"Tento spôsob vyšetrovania viny či neviny podozrivých osôb je vlastný mnohým archaickým kultúram a do cirkevného súdnictva sa dostal prostredníctvom germánskeho práva v období jeho výraznejšieho vplyvu na cirkevné právo , teda v období od prvej polovice 8 . storočia do začiatku 11 . storočia .",Tento spôsob vyšetrovania viny či neviny podozrivých osôb je vlastný mnohým archaickým kultúram a do cirkevného súdnictva sa dostal prostredníctvom germánskeho práva,"Tento spôsob vyšetrovania viny či neviny podozrivých osôb je vlastný mnohým archaickým kultúram a do cirkevného súdnictva sa dostal v období jeho výraznejšieho vplyvu na cirkevné právo , teda v období od prvej polovice 8 . storočia do začiatku 11 . storočia",Tento spôsob vyšetrovania viny či neviny podozrivých osôb je vlastný mnohým archaickým kultúram a do cirkevného súdnictva sa dostal prostredníctvom práva,Tento spôsob vyšetrovania viny či neviny podozrivých osôb je vlastný mnohým archaickým kultúram a do cirkevného súdnictva sa dostal v období,prostredníctvom právo,v obdobie,dostať,prostredníctvom germánskeho práva,"v období jeho výraznejšieho vplyvu na cirkevné právo , teda v období od prvej polovice 8 . storočia do začiatku 11 . storočia",3,23,prostredníctvom,v,právo,obdobie,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Z Odilonovho listu Štefanovi I . sa dozvedáme , že clunyjský opát a prvý uhorský kráľ boli vo vzájomnom styku už pred odoslaním tohto listu vzniknuvšieho medzi rokmi 1031 – 1038 .","Z Odilonovho listu Štefanovi I . sa dozvedáme , že clunyjský opát a prvý uhorský kráľ boli vo vzájomnom styku","Z Odilonovho listu Štefanovi I . sa dozvedáme , že clunyjský opát a prvý uhorský kráľ boli už pred odoslaním tohto listu vzniknuvšieho medzi rokmi 1031 – 1038","Z Odilonovho listu Štefanovi I . sa dozvedáme , že clunyjský opát a prvý uhorský kráľ boli vo styku","Z Odilonovho listu Štefanovi I . sa dozvedáme , že clunyjský opát a prvý uhorský kráľ boli pred odoslaním",v styk,pred odoslanie,byť,vo vzájomnom styku,už pred odoslaním tohto listu vzniknuvšieho medzi rokmi 1031 – 1038,3,11,v,pred,styk,odoslanie,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Všetky tieto ich snahy mali aj svoju právnu dimenziu , vďaka čomu sa v okolí reformných pápežov vytvorilo „ nové “ reformné kánonické právo .","Všetky tieto ich snahy mali aj svoju právnu dimenziu , vďaka čomu","Všetky tieto ich snahy mali aj svoju právnu dimenziu , v okolí reformných pápežov","Všetky tieto ich snahy mali aj svoju právnu dimenziu , vďaka čomu","Všetky tieto ich snahy mali aj svoju právnu dimenziu , v okolí",vďaka čo,v okolie,vytvoriť,vďaka čomu,v okolí reformných pápežov,2,4,vďaka,v,čo,okolie,PRON,NOUN,prepositional,prepositional,Preverbal,Slovak
Uhorskí zákonodarcovia vytvárali zákony a kánony v prvom rade s ohľadom na konkrétne domáce podmienky a snaženia reformátorov boli pre nich druhoradé .,Uhorskí zákonodarcovia vytvárali zákony a kánony v prvom rade,Uhorskí zákonodarcovia vytvárali zákony a kánony s ohľadom na konkrétne domáce podmienky,Uhorskí zákonodarcovia vytvárali zákony a kánony v rade,Uhorskí zákonodarcovia vytvárali zákony a kánony s podmienky,v rad,s podmienka,vytvárať,v prvom rade,s ohľadom na konkrétne domáce podmienky,3,6,v,s,rad,podmienka,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Prešiel som s ňou vchodom a cez dvor do suterénnej kuchyne .,Prešiel som s ňou,Prešiel som do suterénnej kuchyne,Prešiel som s ňou,Prešiel som do kuchyne,s ona,do kuchyňa,prejsť,s ňou,do suterénnej kuchyne,2,3,s,do,ona,kuchyňa,PRON,NOUN,prepositional,prepositional,Postverbal,Slovak
"Z druhého konca dlhej , jasne osvetlenej chodby sa k nemu blížila osamelá postava .","Z druhého konca dlhej , jasne osvetlenej chodby",k nemu,Z konca,k nemu,z koniec,k on,blížiť,"Z druhého konca dlhej , jasne osvetlenej chodby",k nemu,8,2,z,k,koniec,on,NOUN,PRON,prepositional,prepositional,Preverbal,Slovak
O päť sekúnd sedel Winston s rozbúchaným srdcom pri stole dievčiny .,O päť sekúnd sedel Winston s rozbúchaným srdcom,O päť sekúnd sedel Winston pri stole dievčiny,O päť sekúnd sedel Winston s srdcom,O päť sekúnd sedel Winston pri stole,s srdce,pri stôl,sedieť,s rozbúchaným srdcom,pri stole dievčiny,3,3,s,pri,srdce,stôl,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
"Zišlo mu na um , že až doteraz ho zrejme nevidela na voľnom priestranstve v plnom dennom svetle .","Zišlo mu na um , že až doteraz ho zrejme nevidela na voľnom priestranstve","Zišlo mu na um , že až doteraz ho zrejme nevidela v plnom dennom svetle","Zišlo mu na um , že až doteraz ho zrejme nevidela na priestranstve","Zišlo mu na um , že až doteraz ho zrejme nevidela v svetle",na priestranstvo,v svetlo,vidieť,na voľnom priestranstve,v plnom dennom svetle,3,4,na,v,priestranstvo,svetlo,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
Hľadel jej do tváre zo vzdialenosti niekoľkých krokov .,Hľadel jej do tváre,Hľadel jej zo vzdialenosti niekoľkých krokov,Hľadel jej do tváre,Hľadel jej zo vzdialenosti,do tvár,z vzdialenosť,hľadieť,do tváre,zo vzdialenosti niekoľkých krokov,2,4,do,z,tvár,vzdialenosť,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovak
