Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Yn 1939 , gyda chymorth grantiau 'r Cyngor Iechyd agorwyd campfa yn Llangrannog , a roddodd gyfle i 'r Urdd ddatblygu cyrsiau addysg i blant ac ysgolion .",Yn 1939,", gyda chymorth grantiau 'r Cyngor Iechyd",Yn 1939,gyda chymorth,yn 1939,gyda cymorth,agor,Yn 1939,", gyda chymorth grantiau 'r Cyngor Iechyd",2,7,yn,gyda,1939,cymorth,NUM,NOUN,prepositional,prepositional,Preverbal,Welsh
Sefydlwyd Glan-llyn fel Gwersyll yr Urdd yn y flwyddyn 1950 .,Sefydlwyd Glan-llyn fel Gwersyll yr Urdd,Sefydlwyd Glan-llyn yn y flwyddyn 1950,Sefydlwyd Glan-llyn fel Gwersyll,Sefydlwyd Glan-llyn yn flwyddyn,fel gwersyll,yn blwyddyn,sefydlu,fel Gwersyll yr Urdd,yn y flwyddyn 1950,4,4,fel,yn,gwersyll,blwyddyn,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
Symudwyd hanner cant o gymwysiadau o 'r hen system i 'r un newydd .,Symudwyd hanner cant o gymwysiadau o 'r hen system,Symudwyd hanner cant o gymwysiadau i 'r un newydd,Symudwyd hanner cant o gymwysiadau o system,Symudwyd hanner cant o gymwysiadau i un,o system,i un,symud,o 'r hen system,i 'r un newydd,4,4,o,i,system,un,NOUN,NUM,prepositional,prepositional,Postverbal,Welsh
"Yng Nglan-llyn yn 1995 agorwyd y Plas gyda phob math o ddarpariaeth newydd , fodern ar gyfer y gwersyllwyr .",Yng Nglan-llyn,yn 1995,Yng Nglan-llyn,yn 1995,yn Glan-llyn,yn 1995,agor,Yng Nglan-llyn,yn 1995,2,2,yn,yn,Glan-llyn,1995,PROPN,NUM,prepositional,prepositional,Preverbal,Welsh
"Daeth y statws hwnnw i ben ganol y bore , gyda 'r heddlu 'n dweud eu bod nhw 'n "" barod i ymateb i unrhyw lifogydd "" ac yn rhybuddio pobl unwaith eto i beidio â gyrru i mewn i ddŵr llonydd .",Daeth y statws hwnnw i ben,"Daeth y statws hwnnw , gyda 'r heddlu 'n dweud eu bod nhw 'n "" barod i ymateb i unrhyw lifogydd "" ac yn rhybuddio pobl unwaith eto i beidio â gyrru i mewn i ddŵr llonydd",Daeth y statws hwnnw i ben,Daeth y statws hwnnw gyda heddlu,i pen,gyda heddlu,dod,i ben,", gyda 'r heddlu 'n dweud eu bod nhw 'n "" barod i ymateb i unrhyw lifogydd "" ac yn rhybuddio pobl unwaith eto i beidio â gyrru i mewn i ddŵr llonydd",2,33,i,gyda,pen,heddlu,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Y gwrthwyneb llwyr ddigwyddodd yn achos Johnson , ac yr ydym i gyd ar fin talu 'r pris .","Y gwrthwyneb llwyr ddigwyddodd yn achos Johnson , ac yr ydym i gyd","Y gwrthwyneb llwyr ddigwyddodd yn achos Johnson , ac yr ydym ar fin talu 'r pris","Y gwrthwyneb llwyr ddigwyddodd yn achos Johnson , ac yr ydym i gyd","Y gwrthwyneb llwyr ddigwyddodd yn achos Johnson , ac yr ydym ar fin",i cyd,ar min,bod,i gyd,ar fin talu 'r pris,2,5,i,ar,cyd,min,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Mae Johnson , Trump a Putin yn bobl wahanol , ond mae gan hwy yn gyffredin y gallu yma i fynd i hwyl tra 'n datgymalu 'r cysyniad o wirionedd .","Mae Johnson , Trump a Putin yn bobl wahanol , ond mae gan hwy","Mae Johnson , Trump a Putin yn bobl wahanol , ond mae yn gyffredin y gallu yma i fynd i hwyl tra 'n datgymalu 'r cysyniad o wirionedd","Mae Johnson , Trump a Putin yn bobl wahanol , ond mae gan hwy","Mae Johnson , Trump a Putin yn bobl wahanol , ond mae yn gyffredin",gan hwy,yn gyffredin,bod,gan hwy,yn gyffredin y gallu yma i fynd i hwyl tra 'n datgymalu 'r cysyniad o wirionedd,2,16,gan,yn,hwy,gyffredin,PRON,NOUN,prepositional,prepositional,Postverbal,Welsh
Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth i Fflandrys erbyn yr haf .,Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth i Fflandrys,Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth erbyn yr haf,Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth i Fflandrys,Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth erbyn haf,i Fflandrys,erbyn haf,mynd,i Fflandrys,erbyn yr haf,2,3,i,erbyn,Fflandrys,haf,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Ond , yn fuan iawn ar ôl yr wythnos o feddwi , newidodd y straeon o rai meddw i straeon afiach am ein fflat bach ni .","Ond , yn fuan iawn ar ôl yr wythnos o feddwi , newidodd y straeon o rai meddw","Ond , yn fuan iawn ar ôl yr wythnos o feddwi , newidodd y straeon i straeon afiach am ein fflat bach ni","Ond , yn fuan iawn ar ôl yr wythnos o feddwi , newidodd y straeon o rai","Ond , yn fuan iawn ar ôl yr wythnos o feddwi , newidodd y straeon i straeon",o rhai,i stori,newid,o rai meddw,i straeon afiach am ein fflat bach ni,3,8,o,i,rhai,stori,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Ymunwch â ni am noson i ddathlu un o gasglwyr mwyaf craff Cymru a 'i lyfrgell hynod , mewn digwyddiad bywiog yn Archifau 'r Brifysgol .",Ymunwch â ni,Ymunwch am noson,Ymunwch â ni,Ymunwch am noson,â ni,am noson,ymuno,â ni,am noson,2,2,â,am,ni,noson,PRON,NOUN,prepositional,prepositional,Postverbal,Welsh
Mi ddaw yna adeg fodd bynnag pan fydd angen i ni feddwl yn ddyfnach am ddyfodol ein hardaloedd ac ystyried yr achosion sydd wrth wraidd y mathau o olygfeydd a welsom yn Eryri ac ar hyd a lled arfordir Cymru .,Mi ddaw yna adeg fodd bynnag pan fydd angen i ni feddwl yn ddyfnach am ddyfodol ein hardaloedd ac ystyried yr achosion sydd wrth wraidd y mathau o olygfeydd a welsom yn Eryri,Mi ddaw yna adeg fodd bynnag pan fydd angen i ni feddwl yn ddyfnach am ddyfodol ein hardaloedd ac ystyried yr achosion sydd wrth wraidd y mathau o olygfeydd a welsom ac ar hyd a lled arfordir Cymru,Mi ddaw yna adeg fodd bynnag pan fydd angen i ni feddwl yn ddyfnach am ddyfodol ein hardaloedd ac ystyried yr achosion sydd wrth wraidd y mathau o olygfeydd a welsom yn Eryri,Mi ddaw yna adeg fodd bynnag pan fydd angen i ni feddwl yn ddyfnach am ddyfodol ein hardaloedd ac ystyried yr achosion sydd wrth wraidd y mathau o olygfeydd a welsom ar arfordir,yn Eryri,ar arfordir,gweld,yn Eryri,ac ar hyd a lled arfordir Cymru,2,7,yn,ar,Eryri,arfordir,PROPN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Ychydig iawn o wybodaeth sydd ar gael am Abram ei hun ac ni ddylid ei gymysgu gyda gŵr arall o 'r un enw a hanodd o Frome , yng Ngwlad yr Haf .",Ychydig iawn o wybodaeth sydd ar gael am Abram ei hun ac ni ddylid ei gymysgu gyda gŵr arall o 'r un enw a hanodd o Frome,"Ychydig iawn o wybodaeth sydd ar gael am Abram ei hun ac ni ddylid ei gymysgu gyda gŵr arall o 'r un enw a hanodd , yng Ngwlad yr Haf",Ychydig iawn o wybodaeth sydd ar gael am Abram ei hun ac ni ddylid ei gymysgu gyda gŵr arall o 'r un enw a hanodd o Frome,Ychydig iawn o wybodaeth sydd ar gael am Abram ei hun ac ni ddylid ei gymysgu gyda gŵr arall o 'r un enw a hanodd yng Ngwlad,o Frome,yn gwlad,hanu,o Frome,", yng Ngwlad yr Haf",2,5,o,yn,Frome,gwlad,PROPN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Os mai 'r unig beth yr hoffech am e mewn gwyliau yw torheulo yn heulwen boeth ar draeth , nid yw gaeaf yn Eryri yn ôl pob tebyg i chi .",Os mai 'r unig beth yr hoffech am e,Os mai 'r unig beth yr hoffech mewn gwyliau,Os mai 'r unig beth yr hoffech am e,Os mai 'r unig beth yr hoffech mewn gwyliau,am e,mewn gŵyl,hoffei,am e,mewn gwyliau,2,2,am,mewn,e,gŵyl,PRON,NOUN,prepositional,prepositional,Postverbal,Welsh
"Ond gwnaeth ei farc ar Gymru gyfan yn y nofel Dyddiadur Dyn Dŵad ( Cyhoeddiadau Mei , 1978 ) , sy 'n dilyn anturiaethau "" Gron "" yn symud o 'r gogledd i fyw i Gaerdydd .",Ond gwnaeth ei farc ar Gymru gyfan,"Ond gwnaeth ei farc yn y nofel Dyddiadur Dyn Dŵad ( Cyhoeddiadau Mei , 1978 ) , sy 'n dilyn anturiaethau "" Gron "" yn symud o 'r gogledd i fyw i Gaerdydd",Ond gwnaeth ei farc ar Gymru,Ond gwnaeth ei farc yn nofel,ar Cymru,yn nofel,gwneud,ar Gymru gyfan,"yn y nofel Dyddiadur Dyn Dŵad ( Cyhoeddiadau Mei , 1978 ) , sy 'n dilyn anturiaethau "" Gron "" yn symud o 'r gogledd i fyw i Gaerdydd",3,29,ar,yn,Cymru,nofel,PROPN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Dechreuwyd mwyngloddio copr ar Ben y Gogarth tua 4000 o flynyddoedd yn ôl , a chafodd mwy na phedair milltir o dwneli ac ogofâu eu cloddio yn ystod Oes yr Efydd , pan ddefnyddiwyd carreg igneaidd yn ogystal ag esgyrn gwartheg , defaid , geifr ac ati fel offer cloddio .","Dechreuwyd mwyngloddio copr ar Ben y Gogarth tua 4000 o flynyddoedd yn ôl , a chafodd mwy na phedair milltir o dwneli ac ogofâu eu cloddio yn ystod Oes yr Efydd , pan ddefnyddiwyd carreg igneaidd yn ogystal ag esgyrn gwartheg , defaid , geifr ac ati","Dechreuwyd mwyngloddio copr ar Ben y Gogarth tua 4000 o flynyddoedd yn ôl , a chafodd mwy na phedair milltir o dwneli ac ogofâu eu cloddio yn ystod Oes yr Efydd , pan ddefnyddiwyd carreg igneaidd fel offer cloddio","Dechreuwyd mwyngloddio copr ar Ben y Gogarth tua 4000 o flynyddoedd yn ôl , a chafodd mwy na phedair milltir o dwneli ac ogofâu eu cloddio yn ystod Oes yr Efydd , pan ddefnyddiwyd carreg igneaidd ag esgyrn","Dechreuwyd mwyngloddio copr ar Ben y Gogarth tua 4000 o flynyddoedd yn ôl , a chafodd mwy na phedair milltir o dwneli ac ogofâu eu cloddio yn ystod Oes yr Efydd , pan ddefnyddiwyd carreg igneaidd fel offer",ag esgyrn,fel offer,defnyddio,"yn ogystal ag esgyrn gwartheg , defaid , geifr ac ati",fel offer cloddio,11,3,ag,fel,esgyrn,offer,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"O ddydd Llun 23 Mawrth 2020 , ac am gyfnod amhenodol , bydd ein holl weithgarwch a 'n gwasanaethau yn symud ar-lein .",O ddydd Llun 23 Mawrth 2020,", ac am gyfnod amhenodol",O ddydd,am gyfnod,o dydd,am cyfnod,bod,O ddydd Llun 23 Mawrth 2020,", ac am gyfnod amhenodol",6,5,o,am,dydd,cyfnod,NOUN,NOUN,prepositional,prepositional,Preverbal,Welsh
"Agwedd bwysig ar yr ymgyrch codi arian i sefydlu coleg statws prifysgol ym Mangor , oedd y cyfraniadau gwirfoddol a wnaed gan bobl lleol , gan gynnwys ffermwyr a chwarelwyr , o 'u tâl wythnosol dros nifer o flynyddoedd .","Agwedd bwysig ar yr ymgyrch codi arian i sefydlu coleg statws prifysgol ym Mangor , oedd y cyfraniadau gwirfoddol a wnaed gan bobl lleol , gan gynnwys ffermwyr a chwarelwyr , o 'u tâl wythnosol","Agwedd bwysig ar yr ymgyrch codi arian i sefydlu coleg statws prifysgol ym Mangor , oedd y cyfraniadau gwirfoddol a wnaed gan bobl lleol , gan gynnwys ffermwyr a chwarelwyr dros nifer o flynyddoedd","Agwedd bwysig ar yr ymgyrch codi arian i sefydlu coleg statws prifysgol ym Mangor , oedd y cyfraniadau gwirfoddol a wnaed gan bobl lleol , gan gynnwys ffermwyr a chwarelwyr o tâl","Agwedd bwysig ar yr ymgyrch codi arian i sefydlu coleg statws prifysgol ym Mangor , oedd y cyfraniadau gwirfoddol a wnaed gan bobl lleol , gan gynnwys ffermwyr a chwarelwyr dros nifer",o tâl,dros nifer,gwneud,", o 'u tâl wythnosol",dros nifer o flynyddoedd,5,4,o,dros,tâl,nifer,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
Agorwyd y Brifysgol mewn hen dafarn y goets fawr ym mis Hydref 1884 .,Agorwyd y Brifysgol mewn hen dafarn y goets fawr,Agorwyd y Brifysgol ym mis Hydref 1884,Agorwyd y Brifysgol mewn dafarn,Agorwyd y Brifysgol ym mis,mewn tafarn,yn mis,agor,mewn hen dafarn y goets fawr,ym mis Hydref 1884,6,4,mewn,yn,tafarn,mis,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
Sefydlwyd fel Coleg Prifysgol Gogledd Cymru gyda 58 myfyriwr a 12 aelod o staff academaidd .,Sefydlwyd fel Coleg Prifysgol Gogledd Cymru,Sefydlwyd gyda 58 myfyriwr a 12 aelod o staff academaidd,Sefydlwyd fel Coleg,Sefydlwyd gyda myfyriwr,fel coleg,gyda myfyriwr,sefydlu,fel Coleg Prifysgol Gogledd Cymru,gyda 58 myfyriwr a 12 aelod o staff academaidd,5,9,fel,gyda,coleg,myfyriwr,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
"Adfeilion yn unig a welir yno heddiw , y cwbl a erys o 'r castell ag adeiladwyd ar y safle yn 1277 , ond yr oedd sawl castell cynharach ar y safle cyn i 'r un presennol gael ei godi .","Adfeilion yn unig a welir yno heddiw , y cwbl a erys o 'r castell ag adeiladwyd ar y safle","Adfeilion yn unig a welir yno heddiw , y cwbl a erys o 'r castell ag adeiladwyd yn 1277","Adfeilion yn unig a welir yno heddiw , y cwbl a erys o 'r castell ag adeiladwyd ar safle","Adfeilion yn unig a welir yno heddiw , y cwbl a erys o 'r castell ag adeiladwyd yn 1277",ar safle,yn 1277,adeiladu,ar y safle,yn 1277,3,2,ar,yn,safle,1277,NOUN,NUM,prepositional,prepositional,Postverbal,Welsh
Rhoddwyd statws adnau cyfreithiol i Lyfrgell Genedlaethol Cymru o dan Ddeddf Hawlfraint 1911 .,Rhoddwyd statws adnau cyfreithiol i Lyfrgell Genedlaethol Cymru,Rhoddwyd statws adnau cyfreithiol o dan Ddeddf Hawlfraint 1911,Rhoddwyd statws adnau cyfreithiol i Lyfrgell,Rhoddwyd statws adnau cyfreithiol o Ddeddf,i lyfrgell,o deddf,rhoddi,i Lyfrgell Genedlaethol Cymru,o dan Ddeddf Hawlfraint 1911,4,5,i,o,lyfrgell,deddf,NOUN,NOUN,prepositional,prepositional,Postverbal,Welsh
