Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
a ye i yèrè yèlèma ka kè muru nyumannin dò ye a kòròkèw nyè .,a ye i yèrè yèlèma ka kè muru nyumannin dò ye,a ye i yèrè yèlèma ka kè a kòròkèw nyè,a ye i yèrè yèlèma ka kè muru ye,a ye i yèrè yèlèma ka kè kòròkèw nyè,mùru yé,kɔrɔkɛw ɲɛ́,kɛ́,muru nyumannin dò ye,a kòròkèw nyè,4,3,yé,ɲɛ́,mùru,kɔrɔkɛw,NOUN,NOUN,postpositional,postpositional,Postverbal,Bambara
a tagara à yèrè kè dulòki nyumannin dò ye o nyèfè tugun .,a tagara à yèrè kè dulòki nyumannin dò ye,a tagara à yèrè kè o nyèfè,a tagara à yèrè kè dulòki ye,a tagara à yèrè kè o nyèfè,dùlɔki yé,ò ɲɛ́.fɛ̀,kɛ́,dulòki nyumannin dò ye,o nyèfè,4,2,yé,ɲɛ́.fɛ̀,dùlɔki,ò,NOUN,PRON,postpositional,postpositional,Postverbal,Bambara
a ye i yèrè kè lemurusun nyumannin dò ye Dawuda ka so kònò .,a ye i yèrè kè lemurusun nyumannin dò ye,a ye i yèrè kè Dawuda ka so kònò,a ye i yèrè kè lemurusun ye,a ye i yèrè kè so kònò,lemurusun yé,só kɔ́nɔ,kɛ́,lemurusun nyumannin dò ye,Dawuda ka so kònò,4,4,yé,kɔ́nɔ,lemurusun,só,NOUN,NOUN,postpositional,postpositional,Postverbal,Bambara
"o tagara o fò o cènin fila bamuso fè , ko e ma ye ko a denw bè yèlèn na lemurusun na ?","o tagara o fò o cènin fila bamuso fè , ko e ma ye ko a denw bè yèlèn na","o tagara o fò o cènin fila bamuso fè , ko e ma ye ko a denw bè lemurusun na","o tagara o fò o cènin fila bamuso fè , ko e ma ye ko a denw bè yèlèn na","o tagara o fò o cènin fila bamuso fè , ko e ma ye ko a denw bè lemurusun na",yɛ̀lɛn ná,lemurusun ná,bɛ́,yèlèn na,lemurusun na,2,2,ná,ná,yɛ̀lɛn,lemurusun,NOUN,NOUN,postpositional,postpositional,Postverbal,Bambara
u sera fo dugutilama fè kabiri sògòma fo fajiri fè dè u sera jiri nin yòrò la .,u sera fo dugutilama fè,u sera kabiri sògòma fo fajiri fè dè,u sera fo dugutilama fè,u sera kabiri sògòma,fó dùgu.tila.ma fɛ̀,kàbi.ni sɔ̀gɔma,sera,fo dugutilama fè,kabiri sògòma fo fajiri fè dè,3,6,fó fɛ̀,kàbi.ni,dùgu.tila.ma,sɔ̀gɔma,NOUN,NOUN,circumpositional,prepositional,Postverbal,Bambara
jinè ye a nyininka a sera jiri nin kan cogo min na .,jinè ye a nyininka a sera jiri nin kan,jinè ye a nyininka a sera cogo min na,jinè ye a nyininka a sera jiri kan,jinè ye a nyininka a sera cogo na,jíri kàn,cógo ná,sera,jiri nin kan,cogo min na,3,3,kàn,ná,jíri,cógo,NOUN,NOUN,postpositional,postpositional,Postverbal,Bambara
"o tuma na , u donna kaso la min fana kama u ye o nyèfo Amadu Tara ye ko u nana muso nyini dè , ko u nana muso nyini dè , ko muso nin dun , ko ni cè o cè tagara a nyini , è è ko u ka jamanatigi denmuso don , ko ni cè o cè ye a nyini , ko ni i ko ma diya muso nin dòròn , ko u bè i minè ka i kè u ka jòn de ye .","o tuma na , u donna kaso la","o tuma na , u donna min fana kama","o tuma na , u donna kaso la","o tuma na , u donna min kama",kàso lá,mín kámà,donna,kaso la,min fana kama,2,3,lá,kámà,kàso,mín,NOUN,PRON,postpositional,postpositional,Postverbal,Bambara
Amadu Tara tora kòlòn kònò yen fo a bè nyini ka na sa sagagènna dòw tagara bò a kan kòlòn kònò .,Amadu Tara tora kòlòn kònò yen fo a bè nyini ka na sa sagagènna dòw tagara bò a kan,Amadu Tara tora kòlòn kònò yen fo a bè nyini ka na sa sagagènna dòw tagara bò kòlòn kònò,Amadu Tara tora kòlòn kònò yen fo a bè nyini ka na sa sagagènna dòw tagara bò a kan,Amadu Tara tora kòlòn kònò yen fo a bè nyini ka na sa sagagènna dòw tagara bò kòlòn kònò,à kàn,kɔ̀lɔn kɔ́nɔ,bɔ́,a kan,kòlòn kònò,2,2,kàn,kɔ́nɔ,à,kɔ̀lɔn,PRON,NOUN,postpositional,postpositional,Postverbal,Bambara
"Amadu Tara terikè sèbè minw tun bè u ka dugu la , olu tun bè to ka u dogo , ka na dumuni di ba nin ma dugutilama fè .","Amadu Tara terikè sèbè minw tun bè u ka dugu la , olu tun bè to ka u dogo , ka na dumuni di ba nin ma","Amadu Tara terikè sèbè minw tun bè u ka dugu la , olu tun bè to ka u dogo , ka na dumuni di dugutilama fè","Amadu Tara terikè sèbè minw tun bè u ka dugu la , olu tun bè to ka u dogo , ka na dumuni di ba ma","Amadu Tara terikè sèbè minw tun bè u ka dugu la , olu tun bè to ka u dogo , ka na dumuni di dugutilama fè",bá mà,dùgu.tila.ma fɛ̀,dí,ba nin ma,dugutilama fè,3,2,mà,fɛ̀,bá,dùgu.tila.ma,NOUN,NOUN,postpositional,postpositional,Postverbal,Bambara
"ni i be se , n bè yèlèn i kan ni n ka minanw , i be taga n danda , an be taga .","ni i be se , n bè yèlèn i kan","ni i be se , n bè yèlèn ni n ka minanw","ni i be se , n bè yèlèn i kan","ni i be se , n bè yèlèn ni minanw",í kàn,ní minanw,yɛ̀lɛn,i kan,ni n ka minanw,2,4,kàn,ní,í,minanw,PRON,NOUN,postpositional,prepositional,Postverbal,Bambara
