Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Àwọn àpẹẹrẹ rẹ̀ lórí àkọ́lé kan náà wà ní Seattle Art Museum àti Linden Museum , tí ìkan ná sì wà ní ilé ibi tí wọ́n kò gba òpò eniyan láyè láti wọ̀ , gbogbo rẹ̀ ní wọ́n kó nígbà ìwádí lọ sí ìlú Benin ní ọdún 1897 .","Àwọn àpẹẹrẹ rẹ̀ lórí àkọ́lé kan náà wà ní Seattle Art Museum àti Linden Museum , tí ìkan ná sì wà ní ilé ibi tí wọ́n kò gba òpò eniyan láyè láti wọ̀ , gbogbo rẹ̀ ní wọ́n kó nígbà ìwádí lọ sí ìlú Benin","Àwọn àpẹẹrẹ rẹ̀ lórí àkọ́lé kan náà wà ní Seattle Art Museum àti Linden Museum , tí ìkan ná sì wà ní ilé ibi tí wọ́n kò gba òpò eniyan láyè láti wọ̀ , gbogbo rẹ̀ ní wọ́n kó nígbà ìwádí lọ ní ọdún 1897","Àwọn àpẹẹrẹ rẹ̀ lórí àkọ́lé kan náà wà ní Seattle Art Museum àti Linden Museum , tí ìkan ná sì wà ní ilé ibi tí wọ́n kò gba òpò eniyan láyè láti wọ̀ , gbogbo rẹ̀ ní wọ́n kó nígbà ìwádí lọ sí ìlú","Àwọn àpẹẹrẹ rẹ̀ lórí àkọ́lé kan náà wà ní Seattle Art Museum àti Linden Museum , tí ìkan ná sì wà ní ilé ibi tí wọ́n kò gba òpò eniyan láyè láti wọ̀ , gbogbo rẹ̀ ní wọ́n kó nígbà ìwádí lọ ní ọdún",sí ìlú,ní ọdún,ní,sí ìlú Benin,ní ọdún 1897,3,3,sí,ní,ìlú,ọdún,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Irú àwòrán yìí kò wọ́pọ̀ ní iṣẹ́ ọnà ilẹ̀ Benin , àti pé ipò Idia , tí iṣẹ̀ṣe àwọn Edo mọ̀ sí "" obìnrin kan ṣoṣo tó lọ sógun "" , tí ó da yàtọ̀ , tí wọ́n sí dá oyèIyoba tàbí Ìyá Olori ̀́n sílẹ̀ fun Ìwérí rẹ̀ jẹ́ ara irú irun tí wọ́n ń pè ní ẹnu àparò , tí a lè rí dáadára ní àfihàn orí edẹ Olorì Idia .",Irú àwòrán yìí kò wọ́pọ̀ ní iṣẹ́ ọnà,Irú àwòrán yìí kò wọ́pọ̀ ilẹ̀ Benin,Irú àwòrán yìí kò wọ́pọ̀ ní iṣẹ́,Irú àwòrán yìí kò wọ́pọ̀ ilẹ̀ Benin,ní iṣẹ́,ilẹ̀ Benin,wọ́pọ̀,ní iṣẹ́ ọnà,ilẹ̀ Benin,3,2,ní,ilẹ̀,iṣẹ́,Benin,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Bí a ṣe ń ṣe ìṣọmọlí órúkọ yàtọ̀ láti idílẹ́ sí ìdílé ṣùgbọ́n ní ọjọ́ ìṣọmọlí órúkọ yìí àgbà ilé lóbìnrin yóò gbé ọmọ yìí lọ́wọ́ yóò sì fí ẹsẹ̀ rẹ̀ tẹ ilẹ̀ .,Bí a ṣe ń ṣe ìṣọmọlí órúkọ yàtọ̀ láti idílẹ́,Bí a ṣe ń ṣe ìṣọmọlí órúkọ yàtọ̀ sí ìdílé,Bí a ṣe ń ṣe ìṣọmọlí órúkọ yàtọ̀ láti idílẹ́,Bí a ṣe ń ṣe ìṣọmọlí órúkọ yàtọ̀ sí ìdílé,láti idílẹ́,sí ìdílé,ṣe,láti idílẹ́,sí ìdílé,2,2,láti,sí,idílẹ́,ìdílé,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Ò lọ sí ilé ẹ̀kọ́ Methodist Girls College ní Yaba , lẹ́yìn rẹ̀ ó tẹrísí Yunifásítì ìlú Èkó .",Ò lọ sí ilé ẹ̀kọ́ Methodist Girls,Ò lọ College ní Yaba,Ò lọ sí ilé,Ò lọ College ní Yaba,sí ilé,College ní Yaba,lọ,sí ilé ẹ̀kọ́ Methodist Girls,College ní Yaba,5,3,sí,College ní,ilé,Yaba,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Nnaji bẹ̀rẹ̀ ìṣèré rẹ̀ láti ọmọdé ninu eré tẹlifísọ̀n Ripples nígbà tójẹ́ ọmọ ọdún 8 .,Nnaji bẹ̀rẹ̀ ìṣèré rẹ̀ láti ọmọdé,Nnaji bẹ̀rẹ̀ ìṣèré rẹ̀ ninu eré tẹlifísọ̀n Ripples,Nnaji bẹ̀rẹ̀ ìṣèré rẹ̀ láti ọmọdé,Nnaji bẹ̀rẹ̀ ìṣèré rẹ̀ ninu eré,láti ọmọdé,ninu eré,bẹ̀rẹ̀,láti ọmọdé,ninu eré tẹlifísọ̀n Ripples,2,4,láti,ninu,ọmọdé,eré,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Ó tún ṣe ìpolówó ọjà bíi méèló kan nínú èyí tó jẹ́ fún Pronto àti ọṣẹ ìfọsọ Omo .,Ó tún ṣe ìpolówó ọjà bíi méèló kan nínú èyí,Ó tún ṣe ìpolówó ọjà bíi méèló kan tó jẹ́ fún Pronto àti ọṣẹ ìfọsọ Omo,Ó tún ṣe ìpolówó ọjà bíi méèló kan nínú èyí,Ó tún ṣe ìpolówó ọjà bíi méèló kan fún Pronto,nínú èyí,fún Pronto,ṣe,nínú èyí,tó jẹ́ fún Pronto àti ọṣẹ ìfọsọ Omo,2,8,nínú,fún,èyí,Pronto,PRON,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Ní 2004 ó di aṣojú fún ọsẹ ìwẹ̀ Lux , ìbáṣe ìgbọ̀wọ́ tọ́ fa èrè ínlá wá fun .",Ní 2004 ó di aṣojú fún ọsẹ,Ní 2004 ó di aṣojú ìwẹ̀ Lux,Ní 2004 ó di aṣojú fún ọsẹ,Ní 2004 ó di aṣojú ìwẹ̀ Lux,fún ọsẹ,ìwẹ̀ Lux,di,fún ọsẹ,ìwẹ̀ Lux,2,2,fún,ìwẹ̀,ọsẹ,Lux,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Ni 1998 nígbà tójẹ́ ọmọ ọdún 19 wọn ṣe àmúhàn rẹ̀ sí àwọn olólùfẹ́ filmu ni Naijiria pẹ̀lú filmu tó ún jẹ́ Most Wanted .,Ni 1998 nígbà tójẹ́ ọmọ ọdún 19 wọn ṣe àmúhàn rẹ̀ sí àwọn olólùfẹ́ filmu ni Naijiria,Ni 1998 nígbà tójẹ́ ọmọ ọdún 19 wọn ṣe àmúhàn rẹ̀ pẹ̀lú filmu tó ún jẹ́ Most Wanted,Ni 1998 nígbà tójẹ́ ọmọ ọdún 19 wọn ṣe àmúhàn rẹ̀ sí olólùfẹ́,Ni 1998 nígbà tójẹ́ ọmọ ọdún 19 wọn ṣe àmúhàn rẹ̀ pẹ̀lú filmu,sí olólùfẹ́,pẹ̀lú filmu,ṣe,sí àwọn olólùfẹ́ filmu ni Naijiria,pẹ̀lú filmu tó ún jẹ́ Most Wanted,6,7,sí,pẹ̀lú,olólùfẹ́,filmu,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Ó ti kópa nínúu filmu tó tó 80 ni Nollywood .,Ó ti kópa nínúu filmu tó tó 80,Ó ti kópa ni Nollywood,Ó ti kópa nínúu filmu,Ó ti kópa ni Nollywood,nínúu filmu,ni Nollywood,kópa,nínúu filmu tó tó 80,ni Nollywood,5,2,nínúu,ni,filmu,Nollywood,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Nnaji ti gba ọ̀pọ̀lọpọ̀ ẹ̀bùn fún iṣẹ́ rẹ̀ ìkan nínú wọn jẹ́ gẹ́gẹ́ bíi òṣèré obìnrin tó dára jùlọ fún 2001 ní City People Awards , ó sì tún gba ẹ̀yẹ gẹ́gẹ́ bíi Òṣèré Obìnrin Tódárajùlọ ní 2005 nínú àwọn Ẹ̀bùn Akadẹ́mì Filmu ilẹ̀ Áfríkà .","Nnaji ti gba ọ̀pọ̀lọpọ̀ ẹ̀bùn fún iṣẹ́ rẹ̀ ìkan nínú wọn jẹ́ gẹ́gẹ́ bíi òṣèré obìnrin tó dára jùlọ fún 2001 ní City People Awards , ó sì tún gba ẹ̀yẹ gẹ́gẹ́ bíi Òṣèré Obìnrin Tódárajùlọ ní 2005","Nnaji ti gba ọ̀pọ̀lọpọ̀ ẹ̀bùn fún iṣẹ́ rẹ̀ ìkan nínú wọn jẹ́ gẹ́gẹ́ bíi òṣèré obìnrin tó dára jùlọ fún 2001 ní City People Awards , ó sì tún gba ẹ̀yẹ gẹ́gẹ́ bíi Òṣèré Obìnrin Tódárajùlọ nínú àwọn Ẹ̀bùn Akadẹ́mì Filmu ilẹ̀ Áfríkà","Nnaji ti gba ọ̀pọ̀lọpọ̀ ẹ̀bùn fún iṣẹ́ rẹ̀ ìkan nínú wọn jẹ́ gẹ́gẹ́ bíi òṣèré obìnrin tó dára jùlọ fún 2001 ní City People Awards , ó sì tún gba ẹ̀yẹ gẹ́gẹ́ bíi Òṣèré Obìnrin Tódárajùlọ ní 2005","Nnaji ti gba ọ̀pọ̀lọpọ̀ ẹ̀bùn fún iṣẹ́ rẹ̀ ìkan nínú wọn jẹ́ gẹ́gẹ́ bíi òṣèré obìnrin tó dára jùlọ fún 2001 ní City People Awards , ó sì tún gba ẹ̀yẹ gẹ́gẹ́ bíi Òṣèré Obìnrin Tódárajùlọ nínú Ẹ̀bùn",ní 2005,nínú Ẹ̀bùn,Òṣèré,ní 2005,nínú àwọn Ẹ̀bùn Akadẹ́mì Filmu ilẹ̀ Áfríkà,2,7,ní,nínú,2005,Ẹ̀bùn,NUM,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Ètò ẹ̀kọ́ rẹ̀ : Ọláìyá lọ sí ilé ìwé alákọ̀ọ́bọẹ̀rẹ̀ St.Judes ní ìlú Abẹòkúta ní ìpínlẹ̀ Ògùn , tí ó sì tún tè síwájú nínú ẹ̀kọ́ rẹ̀ ní ilé ìwé girama ( Premier) ní Abẹ́òkúta .","Ètò ẹ̀kọ́ rẹ̀ : Ọláìyá lọ sí ilé ìwé alákọ̀ọ́bọẹ̀rẹ̀ St.Judes ní ìlú Abẹòkúta ní ìpínlẹ̀ Ògùn , tí ó sì tún tè síwájú nínú ẹ̀kọ́ rẹ̀","Ètò ẹ̀kọ́ rẹ̀ : Ọláìyá lọ sí ilé ìwé alákọ̀ọ́bọẹ̀rẹ̀ St.Judes ní ìlú Abẹòkúta ní ìpínlẹ̀ Ògùn , tí ó sì tún tè ní ilé","Ètò ẹ̀kọ́ rẹ̀ : Ọláìyá lọ sí ilé ìwé alákọ̀ọ́bọẹ̀rẹ̀ St.Judes ní ìlú Abẹòkúta ní ìpínlẹ̀ Ògùn , tí ó sì tún tè síwájú nínú ẹ̀kọ́","Ètò ẹ̀kọ́ rẹ̀ : Ọláìyá lọ sí ilé ìwé alákọ̀ọ́bọẹ̀rẹ̀ St.Judes ní ìlú Abẹòkúta ní ìpínlẹ̀ Ògùn , tí ó sì tún tè ní ilé",síwájú nínú ẹ̀kọ́,ní ilé,tè,síwájú nínú ẹ̀kọ́ rẹ̀,ní ilé,4,2,síwájú nínú,ní,ẹ̀kọ́,ilé,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Lẹ́yìn tí ó parí èyí ni ó lọ kẹ́kọ̀ọ́ nípa ìbára ẹni sọọ̀rọ̀ ní ilé ẹ̀kọ́ gbogbo - nìṣe tí Moshood Abíọ́lá Òjéèrè ìpínlẹ̀ Ògùn .,Lẹ́yìn tí ó parí èyí ni ó lọ kẹ́kọ̀ọ́ nípa ìbára ẹni,Lẹ́yìn tí ó parí èyí ni ó lọ kẹ́kọ̀ọ́ sọọ̀rọ̀ ní ilé,Lẹ́yìn tí ó parí èyí ni ó lọ kẹ́kọ̀ọ́ nípa ìbára,Lẹ́yìn tí ó parí èyí ni ó lọ kẹ́kọ̀ọ́ sọọ̀rọ̀ ní ilé,nípa ìbára,sọọ̀rọ̀ ní ilé,parí,nípa ìbára ẹni,sọọ̀rọ̀ ní ilé,3,3,nípa,sọọ̀rọ̀ ní,ìbára,ilé,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
Iṣẹ́ rè gẹ́gẹ́ bí òṣèré : Ọláìyá dara pọ̀ mọ́ ẹgbẹ́ òṣèré Musibau Shodimú ní àsìkò ọdún 1970s tí ó wà ní Abẹ́òkúta nígbà náà .,Iṣẹ́ rè gẹ́gẹ́ bí òṣèré : Ọláìyá dara pọ̀ mọ́ ẹgbẹ́ òṣèré Musibau Shodimú ní àsìkò,Iṣẹ́ rè gẹ́gẹ́ bí òṣèré : Ọláìyá dara pọ̀ mọ́ ẹgbẹ́ òṣèré Musibau ọdún 1970s tí ó wà ní Abẹ́òkúta,Iṣẹ́ rè gẹ́gẹ́ bí òṣèré : Ọláìyá dara pọ̀ mọ́ ẹgbẹ́ òṣèré Musibau Shodimú ní àsìkò,Iṣẹ́ rè gẹ́gẹ́ bí òṣèré : Ọláìyá dara pọ̀ mọ́ ẹgbẹ́ òṣèré Musibau ọdún 1970s,Shodimú ní àsìkò,ọdún 1970s,pọ̀,Shodimú ní àsìkò,ọdún 1970s tí ó wà ní Abẹ́òkúta,3,7,Shodimú ní,ọdún,àsìkò,1970s,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Tí kò bá sí àkọsílẹ̀ abáramu nínú àkọọ́lẹ̀ àbò , ojúewé náà le ti jẹ́ yíyí nípò dà lẹ́yìn ìṣe àbò si .",Tí kò bá sí àkọsílẹ̀ abáramu,Tí kò bá nínú àkọọ́lẹ̀ àbò,Tí kò bá sí àkọsílẹ̀,Tí kò bá nínú àkọọ́lẹ̀,sí àkọsílẹ̀,nínú àkọọ́lẹ̀,bá,sí àkọsílẹ̀ abáramu,nínú àkọọ́lẹ̀ àbò,3,3,sí,nínú,àkọsílẹ̀,àkọọ́lẹ̀,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Tí ẹ bá ṣàkíyèsí àsìṣe tàbí ẹ ní àbá fún àtúnṣe , ẹ le tọrọ àtúnṣe , nípa títẹ klik sí àjápọ̀ ìsàlẹ̀ , kí ẹ sì tẹ̀lẹ́ àwọn ìlànà ibẹ̀ .",Tí ẹ bá ṣàkíyèsí àsìṣe tàbí ẹ ní àbá,Tí ẹ bá ṣàkíyèsí àsìṣe tàbí ẹ fún àtúnṣe,Tí ẹ bá ṣàkíyèsí àsìṣe tàbí ẹ ní àbá,Tí ẹ bá ṣàkíyèsí àsìṣe tàbí ẹ fún àtúnṣe,ní àbá,fún àtúnṣe,tàbí,ní àbá,fún àtúnṣe,2,2,ní,fún,àbá,àtúnṣe,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
"Ẹ le wá àkọlé ojúewé yìí nínú àwọn ojúewé mìíràn , tàbí wá àwọn àkọọ́lẹ̀ tó bámu , sùgbọ́n ẹ kò ní àṣẹ láti ṣ' ẹ̀dá ojúewé yìí .",Ẹ le wá àkọlé ojúewé yìí,Ẹ le wá nínú àwọn ojúewé mìíràn,Ẹ le wá àkọlé ojúewé,Ẹ le wá nínú ojúewé,àkọlé ojúewé,nínú ojúewé,le,àkọlé ojúewé yìí,nínú àwọn ojúewé mìíràn,3,4,àkọlé,nínú,ojúewé,ojúewé,NOUN,NOUN,prepositional,prepositional,Postverbal,Yoruba
