Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
""" Zato smo že septembra lani prek Gospodarske zbornice Slovenije predlagali obdavčitev vseh javnih poštnih storitev , ker bi s tem po naših izračunih imeli pozitivni finančni učinek okrog 850 milijonov tolarjev na leto .",""" Zato smo že septembra lani prek Gospodarske zbornice Slovenije predlagali obdavčitev vseh javnih poštnih storitev , ker bi s tem",""" Zato smo že septembra lani prek Gospodarske zbornice Slovenije predlagali obdavčitev vseh javnih poštnih storitev , ker bi po naših izračunih",""" Zato smo že septembra lani prek Gospodarske zbornice Slovenije predlagali obdavčitev vseh javnih poštnih storitev , ker bi s tem",""" Zato smo že septembra lani prek Gospodarske zbornice Slovenije predlagali obdavčitev vseh javnih poštnih storitev , ker bi po izračunih",z ta,po izračun,imeti,s tem,po naših izračunih,2,3,z,po,ta,izračun,DET,NOUN,prepositional,prepositional,Preverbal,Slovenian
Ob razformiranju Prirodoslovne matematične fakultete so k FAGV pridružili še študij biologije in jeseni leta 1961 se je ustanova preoblikovala v Biotehniško fakulteto .,Ob razformiranju Prirodoslovne matematične fakultete,k FAGV,Ob razformiranju,k FAGV,ob razformiranje,k FAGV,pridružiti,Ob razformiranju Prirodoslovne matematične fakultete,k FAGV,5,2,ob,k,razformiranje,FAGV,NOUN,PROPN,prepositional,prepositional,Preverbal,Slovenian
"Tudi v svetu običajno na referendume hodi manj ljudi kot na volitve , morda pa imajo zato tudi manj referendumov kot volitev .",Tudi v svetu,Tudi na referendume,Tudi v svetu,Tudi na referendume,v svet,na referendum,hoditi,v svetu,na referendume,2,2,v,na,svet,referendum,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"Kasneje se je preselil v drugo nadstropje nekdanje mestne hiše na Glavnem trgu 24 , kjer je še danes sedež muzeja , ob širitvi strokovnega dela in stalnih zbirk , pa je med letoma 1974 - 81 pridobil še drugo nadstropje sosednje hiše na Glavnem trgu 26 .","Kasneje se je preselil v drugo nadstropje nekdanje mestne hiše na Glavnem trgu 24 , kjer je še danes sedež muzeja , ob širitvi strokovnega dela in stalnih zbirk","Kasneje se je preselil v drugo nadstropje nekdanje mestne hiše na Glavnem trgu 24 , kjer je še danes sedež muzeja , med letoma 1974 - 81","Kasneje se je preselil v drugo nadstropje nekdanje mestne hiše na Glavnem trgu 24 , kjer je še danes sedež muzeja , ob širitvi","Kasneje se je preselil v drugo nadstropje nekdanje mestne hiše na Glavnem trgu 24 , kjer je še danes sedež muzeja , med letoma",ob širitev,med leto,pridobiti,ob širitvi strokovnega dela in stalnih zbirk,med letoma 1974 - 81,7,5,ob,med,širitev,leto,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
Danes skrbi muzej ob svojem rednem delu še za leta 1992 postavljeno zbirko v cerkvi sv. Jurija na Legnu ter leta 1994 postavljeno razstavo o koroškem plebiscitu v župnišču v Libeličah .,Danes skrbi muzej ob svojem rednem delu,Danes skrbi muzej za leta 1992 postavljeno zbirko v cerkvi sv. Jurija na Legnu ter leta 1994 postavljeno razstavo o koroškem plebiscitu v župnišču v Libeličah,Danes skrbi muzej ob delu,Danes skrbi muzej za zbirko,ob delo,za zbirka,skrbeti,ob svojem rednem delu,za leta 1992 postavljeno zbirko v cerkvi sv. Jurija na Legnu ter leta 1994 postavljeno razstavo o koroškem plebiscitu v župnišču v Libeličah,4,23,ob,za,delo,zbirka,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
Na srečo za nami ni nikogar več .,Na srečo,za nami,Na srečo,za nami,na sreča,za jaz,biti,Na srečo,za nami,2,2,na,za,sreča,jaz,NOUN,PRON,prepositional,prepositional,Preverbal,Slovenian
Ob osmi uri sva se zagnala ob vrveh v kamin kot obsedena .,Ob osmi uri sva se zagnala ob vrveh,Ob osmi uri sva se zagnala v kamin,Ob osmi uri sva se zagnala ob vrveh,Ob osmi uri sva se zagnala v kamin,ob vrv,v kamin,zagnati,ob vrveh,v kamin,2,2,ob,v,vrv,kamin,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Previdno zakoračim v trdem snegu v prečnico proti levi , kjer skalna klada v pobočju zadržuje sneg in tvori snežni grebenček .",Previdno zakoračim v trdem snegu,"Previdno zakoračim v prečnico proti levi , kjer skalna klada v pobočju zadržuje sneg in tvori snežni grebenček",Previdno zakoračim v snegu,Previdno zakoračim v prečnico,v sneg,v prečnica,zakoračiti,v trdem snegu,"v prečnico proti levi , kjer skalna klada v pobočju zadržuje sneg in tvori snežni grebenček",3,16,v,v,sneg,prečnica,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
» Z letališča do Cala Fuerta sem se morala pripeljati s taksijem .,» Z letališča,» do Cala Fuerta,» Z letališča,» do Cala,z letališče,do Cala,pripeljati,Z letališča,do Cala Fuerta,2,3,z,do,letališče,Cala,NOUN,PROPN,prepositional,prepositional,Preverbal,Slovenian
"Po besedah podpredsednika Gospodarske zbornice Slovenije Mira Sotlarja je Slovenija z eno nogo že v Evropski uniji , ki je najpomembnejša partnerica slovenskega gospodarstva .",Po besedah podpredsednika Gospodarske zbornice Slovenije Mira Sotlarja je Slovenija z eno nogo,"Po besedah podpredsednika Gospodarske zbornice Slovenije Mira Sotlarja je Slovenija v Evropski uniji , ki je najpomembnejša partnerica slovenskega gospodarstva",Po besedah podpredsednika Gospodarske zbornice Slovenije Mira Sotlarja je Slovenija z nogo,Po besedah podpredsednika Gospodarske zbornice Slovenije Mira Sotlarja je Slovenija v uniji,z noga,v unija,biti,z eno nogo,"v Evropski uniji , ki je najpomembnejša partnerica slovenskega gospodarstva",3,10,z,v,noga,unija,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
Od glave na koncu ostanejo le lobanja in čeljustne kosti .,Od glave,na koncu,Od glave,na koncu,od glava,na konec,ostati,Od glave,na koncu,2,2,od,na,glava,konec,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
Od hrbtnega predela prek pobočnice poteka 15 ozkih valovitih prog .,Od hrbtnega predela,prek pobočnice,Od predela,prek pobočnice,od predel,prek pobočnica,potekati,Od hrbtnega predela,prek pobočnice,3,2,od,prek,predel,pobočnica,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"Naj gre za umetne ribe ( F ) , vrteče ali valujoče blestivke ( G ) , ribič mora po metu čutiti , kako se umetno vabo obnaša in jo medtem vleči k sebi s hitrostjo , ki je primerna okolju ( globini , hitrosti toka ) , v katerem lovi in izbrani umetni vabi .","Naj gre za umetne ribe ( F ) , vrteče ali valujoče blestivke ( G ) , ribič mora po metu čutiti , kako se umetno vabo obnaša in jo medtem vleči k sebi","Naj gre za umetne ribe ( F ) , vrteče ali valujoče blestivke ( G ) , ribič mora po metu čutiti , kako se umetno vabo obnaša in jo medtem vleči s hitrostjo , ki je primerna okolju ( globini , hitrosti toka ) , v katerem lovi in izbrani umetni vabi","Naj gre za umetne ribe ( F ) , vrteče ali valujoče blestivke ( G ) , ribič mora po metu čutiti , kako se umetno vabo obnaša in jo medtem vleči k sebi","Naj gre za umetne ribe ( F ) , vrteče ali valujoče blestivke ( G ) , ribič mora po metu čutiti , kako se umetno vabo obnaša in jo medtem vleči s hitrostjo",k se,z hitrost,vleči,k sebi,"s hitrostjo , ki je primerna okolju ( globini , hitrosti toka ) , v katerem lovi in izbrani umetni vabi",2,21,k,z,se,hitrost,PRON,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Res je , da mladi največkrat pridejo v šolsko ambulanto zaradi zdravstvenih razlogov .","Res je , da mladi največkrat pridejo v šolsko ambulanto","Res je , da mladi največkrat pridejo zaradi zdravstvenih razlogov","Res je , da mladi največkrat pridejo v ambulanto","Res je , da mladi največkrat pridejo zaradi razlogov",v ambulanta,zaradi razlog,priti,v šolsko ambulanto,zaradi zdravstvenih razlogov,3,3,v,zaradi,ambulanta,razlog,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Zdaj , ko smo z njega na varno umaknili občutljivke , ki nočejo niti slišati za mraz , ga lahko olepšamo bolj preprosto , z manj rastlinami , zasajenimi v loncu ali dveh .","Zdaj , ko smo z njega","Zdaj , ko smo na varno","Zdaj , ko smo z njega","Zdaj , ko smo na varno",z on,na varen,umakniti,z njega,na varno,2,2,z,na,on,varen,PRON,ADJ,prepositional,prepositional,Preverbal,Slovenian
Denar je pogoltnil in ga pretihotapil čez mejo v Bagdad .,Denar je pogoltnil in ga pretihotapil čez mejo,Denar je pogoltnil in ga pretihotapil v Bagdad,Denar je pogoltnil in ga pretihotapil čez mejo,Denar je pogoltnil in ga pretihotapil v Bagdad,čez meja,v Bagdad,pretihotapiti,čez mejo,v Bagdad,2,2,čez,v,meja,Bagdad,NOUN,PROPN,prepositional,prepositional,Postverbal,Slovenian
"Če se odločimo , da bomo lovili samo velike ribe , zobatca ali gofa , potrebujemo dolgo gumarico s harpuno in mlinčkom oziroma rolo , s katere v srečnem primeru , ko smo ustrelili zobatca , spustimo do petdeset metrov vrvi .","Če se odločimo , da bomo lovili samo velike ribe , zobatca ali gofa , potrebujemo dolgo gumarico s harpuno in mlinčkom oziroma rolo , s katere","Če se odločimo , da bomo lovili samo velike ribe , zobatca ali gofa , potrebujemo dolgo gumarico s harpuno in mlinčkom oziroma rolo , v srečnem primeru , ko smo ustrelili zobatca ,","Če se odločimo , da bomo lovili samo velike ribe , zobatca ali gofa , potrebujemo dolgo gumarico s harpuno in mlinčkom oziroma rolo , s katere","Če se odločimo , da bomo lovili samo velike ribe , zobatca ali gofa , potrebujemo dolgo gumarico s harpuno in mlinčkom oziroma rolo , v primeru",z kateri,v primer,spustiti,s katere,"v srečnem primeru , ko smo ustrelili zobatca ,",2,9,z,v,kateri,primer,DET,NOUN,prepositional,prepositional,Preverbal,Slovenian
"Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti najpozneje ob osmih v delovni sobi , kjer je pisala kolumno za naslednji dan .",Adam je skoraj vedno odhajal v pisarno,Adam je skoraj vedno odhajal ob pol osmih,Adam je skoraj vedno odhajal v pisarno,Adam je skoraj vedno odhajal ob osmih,v pisarna,ob osem,odhajati,v pisarno,ob pol osmih,2,3,v,ob,pisarna,osem,NOUN,NUM,prepositional,prepositional,Postverbal,Slovenian
"Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti najpozneje ob osmih v delovni sobi , kjer je pisala kolumno za naslednji dan .","Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti najpozneje ob osmih","Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti v delovni sobi , kjer je pisala kolumno za naslednji dan","Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti ob osmih","Adam je skoraj vedno odhajal v pisarno ob pol osmih , ona je skušala biti v sobi",ob osem,v soba,biti,najpozneje ob osmih,"v delovni sobi , kjer je pisala kolumno za naslednji dan",3,11,ob,v,osem,soba,NUM,NOUN,prepositional,prepositional,Postverbal,Slovenian
"» Gospa Ryan je potrdila , da je njen mož Jimmy , zaposlen pri gradbenem podjetju Sama Krausa , danes nameraval na sestanek na ladjico Cornelia II , « je govoril Brennan .","» Gospa Ryan je potrdila , da je njen mož Jimmy , zaposlen pri gradbenem podjetju Sama Krausa , danes nameraval na sestanek","» Gospa Ryan je potrdila , da je njen mož Jimmy , zaposlen pri gradbenem podjetju Sama Krausa , danes nameraval na ladjico Cornelia II","» Gospa Ryan je potrdila , da je njen mož Jimmy , zaposlen pri gradbenem podjetju Sama Krausa , danes nameraval na sestanek","» Gospa Ryan je potrdila , da je njen mož Jimmy , zaposlen pri gradbenem podjetju Sama Krausa , danes nameraval na ladjico",na sestanek,na ladjica,nameravati,na sestanek,na ladjico Cornelia II,2,4,na,na,sestanek,ladjica,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
V SREDO POPOLDNE JE Liso Ryan v službo poklicala Kellyjina svetovalka gospa Evans .,V SREDO POPOLDNE,v službo,V SREDO,v službo,v sreda,v služba,poklicati,V SREDO POPOLDNE,v službo,3,2,v,v,sreda,služba,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"V takih razmerah bi morale naše oblasti pri krojenju pogojev gospodarjenja , kjer je le mogoče , spodbuditi sleherno možnost za pridobitev kake desetinke odstotka dodatnega BDP .",V takih razmerah,pri krojenju pogojev gospodarjenja,V razmerah,pri krojenju,v razmera,pri krojenje,spodbuditi,V takih razmerah,pri krojenju pogojev gospodarjenja,3,4,v,pri,razmera,krojenje,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"LJUBLJANA , 9. - V sredo bodo na odru ljubljanskega Baleta premierno uprizorili predstavo Petra Iljiča Čajkovskega Trnuljčica .","LJUBLJANA , 9. - V sredo","LJUBLJANA , 9. - na odru ljubljanskega Baleta","LJUBLJANA , 9. - V sredo","LJUBLJANA , 9. - na odru",v sreda,na oder,uprizoriti,V sredo,na odru ljubljanskega Baleta,2,4,v,na,sreda,oder,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"V glavni vlogi bo tako na premieri plesala Elena Pankova , ki je v tej vlogi že nastopila skoraj na vseh velikih svetovnih odrih .",V glavni vlogi,na premieri,V vlogi,na premieri,v vloga,na premiera,plesati,V glavni vlogi,na premieri,3,2,v,na,vloga,premiera,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
Sicer pa gre pri reševanju privatizacijskega primanjkljaja za evidentno javnofinančno in makroekonomsko vprašanje .,Sicer pa gre pri reševanju privatizacijskega primanjkljaja,Sicer pa gre za evidentno javnofinančno in makroekonomsko vprašanje,Sicer pa gre pri reševanju,Sicer pa gre za vprašanje,pri reševanje,za vprašanje,iti,pri reševanju privatizacijskega primanjkljaja,za evidentno javnofinančno in makroekonomsko vprašanje,4,6,pri,za,reševanje,vprašanje,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
V Ameriki imajo že kar v 40 odstotkih podjetij za potencialne kandidate pred sprejemom v službo pripravljene teste na drogo .,V Ameriki imajo že kar v 40 odstotkih podjetij,V Ameriki imajo že pred sprejemom v službo,V Ameriki imajo že v odstotkih,V Ameriki imajo že pred sprejemom,v odstotek,pred sprejem,imeti,kar v 40 odstotkih podjetij,pred sprejemom v službo,5,4,v,pred,odstotek,sprejem,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Tudi pravilniki podjetij vključujejo ukrepe za delavce , ki bi bili na delovnem mestu pod vplivom mamil .","Tudi pravilniki podjetij vključujejo ukrepe za delavce , ki bi bili na delovnem mestu","Tudi pravilniki podjetij vključujejo ukrepe za delavce , ki bi bili pod vplivom mamil","Tudi pravilniki podjetij vključujejo ukrepe za delavce , ki bi bili na mestu","Tudi pravilniki podjetij vključujejo ukrepe za delavce , ki bi bili pod vplivom",na mesto,pod vpliv,biti,na delovnem mestu,pod vplivom mamil,3,3,na,pod,mesto,vpliv,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Opisan je bil način , kako pomagati alkoholiku do ozdravitve s pomočjo alternativne medicine .","Opisan je bil način , kako pomagati alkoholiku do ozdravitve","Opisan je bil način , kako pomagati alkoholiku s pomočjo alternativne medicine","Opisan je bil način , kako pomagati alkoholiku do ozdravitve","Opisan je bil način , kako pomagati alkoholiku s pomočjo",do ozdravitev,z pomoč,pomagati,do ozdravitve,s pomočjo alternativne medicine,2,4,do,z,ozdravitev,pomoč,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"V drugem delu , ki se bo začel ob 18. uri , bodo na portoroški ploščadi izvedli krajši program v spremstvu fanfar , po devetnajsti uri pa bo v restavraciji hotela Slovenija slavnostni program , ki ga bodo v celoti pripravili študentje .","V drugem delu , ki se bo začel ob 18. uri ,",na portoroški ploščadi,V delu,na ploščadi,v del,na ploščad,izvesti,"V drugem delu , ki se bo začel ob 18. uri ,",na portoroški ploščadi,12,3,v,na,del,ploščad,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"V petek , 12. maja , ob 18. uri bo medobčinsko srečanje najmlajših literatov in mladih literatov začetnikov .","V petek , 12. maja ,",ob 18. uri,V petek,ob uri,v petek,ob ura,biti,"V petek , 12. maja ,",ob 18. uri,6,3,v,ob,petek,ura,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian
"Na žalost pa v Atenah očitno ne vedo tega , da so mačke v Rimu zaščitene z mestnim odlokom in da bi lahko tudi oni tako rešili ta svoj » problem « .",Na žalost,v Atenah,Na žalost,v Atenah,na žalost,v Atene,vedeti,Na žalost,v Atenah,2,2,na,v,žalost,Atene,NOUN,PROPN,prepositional,prepositional,Preverbal,Slovenian
"To pomeni , da ves čas ugotavljamo , da je treba začeti zdraviti s statini že pri rahlem povišanju ravni holesterola v krvi .","To pomeni , da ves čas ugotavljamo , da je treba začeti zdraviti s statini","To pomeni , da ves čas ugotavljamo , da je treba začeti zdraviti pri rahlem povišanju ravni holesterola v krvi","To pomeni , da ves čas ugotavljamo , da je treba začeti zdraviti s statini","To pomeni , da ves čas ugotavljamo , da je treba začeti zdraviti pri povišanju",z statin,pri povišanje,zdraviti,s statini,pri rahlem povišanju ravni holesterola v krvi,2,7,z,pri,statin,povišanje,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
"Jeseni pa bo tisti nadzornik ali kaj je že spet prijokal , da je do vratu v zgubah in da morajo tastari , ki so bolj bolni , več plačati ! «","Jeseni pa bo tisti nadzornik ali kaj je že spet prijokal , da je do vratu","Jeseni pa bo tisti nadzornik ali kaj je že spet prijokal , da je v zgubah","Jeseni pa bo tisti nadzornik ali kaj je že spet prijokal , da je do vratu","Jeseni pa bo tisti nadzornik ali kaj je že spet prijokal , da je v zgubah",do vrat,v zguba,biti,do vratu,v zgubah,2,2,do,v,vrat,zguba,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian
