Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
Voortplantingsmateriaal van daardie variëteit nog nie vir langer as een jaar in Suid-Afrika verkoop word nie .,Voortplantingsmateriaal van daardie variëteit nog nie vir langer as een jaar,Voortplantingsmateriaal van daardie variëteit nog nie in Suid-Afrika,Voortplantingsmateriaal van daardie variëteit nog nie vir langer,Voortplantingsmateriaal van daardie variëteit nog nie in Suid-Afrika,vir lank,in Suid-Afrika,verkoop,vir langer as een jaar,in Suid-Afrika,5,2,vir,in,lank,Suid-Afrika,ADV,PROPN,prepositional,prepositional,Preverbal,Afrikaans
"As die soort plant nie in die tabel verskyn nie , moet jy 'n skriftelike aansoek om verklaring , met 'n motivering daarby , by die Registrateur : Planttelersregte indien .","As die soort plant nie in die tabel verskyn nie , moet jy 'n skriftelike aansoek om verklaring , met 'n motivering daarby","As die soort plant nie in die tabel verskyn nie , moet jy 'n skriftelike aansoek om verklaring , , by die Registrateur : Planttelersregte","As die soort plant nie in die tabel verskyn nie , moet jy 'n skriftelike aansoek om verklaring , met motivering","As die soort plant nie in die tabel verskyn nie , moet jy 'n skriftelike aansoek om verklaring , by Registrateur",met motivering,by registrateur,indien,met 'n motivering daarby,", by die Registrateur : Planttelersregte",4,6,met,by,motivering,registrateur,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Dokumente en voortplantingsmateriaal moet op voorgeskrewe datums by die Registrateur ingedien word .,Dokumente en voortplantingsmateriaal moet op voorgeskrewe datums,Dokumente en voortplantingsmateriaal moet by die Registrateur,Dokumente en voortplantingsmateriaal moet op datums,Dokumente en voortplantingsmateriaal moet by Registrateur,op datum,by registrateur,indien,op voorgeskrewe datums,by die Registrateur,3,3,op,by,datum,registrateur,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Invoerpermitte wat vir die invoer van vis op rekreasiegrondslag vir persoonlike gebruik of verbruik uitgereik is , sal geldig bly vir die duur van die reis na en van die land van bestemming .",Invoerpermitte wat vir die invoer van vis,Invoerpermitte wat op rekreasiegrondslag vir persoonlike gebruik of verbruik,Invoerpermitte wat vir invoer,Invoerpermitte wat op rekreasiegrondslag,vir invoer,op rekreasiegrondslag,uitreik,vir die invoer van vis,op rekreasiegrondslag vir persoonlike gebruik of verbruik,5,7,vir,op,invoer,rekreasiegrondslag,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"As 'n uitvoerpermit vir die perlemoenspesie aan jou uitgereik is , moet jy ook vir elke besending perlemoen 'n CITES-sertifikaat hê .",As 'n uitvoerpermit vir die perlemoenspesie,As 'n uitvoerpermit aan jou,As 'n uitvoerpermit vir perlemoenspesie,As 'n uitvoerpermit aan jou,vir perlemoenspesie,aan jou,uitreik,vir die perlemoenspesie,aan jou,3,2,vir,aan,perlemoenspesie,jou,NOUN,PRON,prepositional,prepositional,Preverbal,Afrikaans
"Vir elke uitvoerpermit wat vir grootoog-tuna , suidelike blouvin-tuna , swaardvis , Antarktiese tandvis en Patagoniese tandvis uitgereik is , moet jy vir elke besending ook die betrokke vangsstatistiek-dokument hê .","Vir elke uitvoerpermit wat vir grootoog-tuna , suidelike blouvin-tuna , swaardvis , Antarktiese tandvis en Patagoniese tandvis uitgereik is ,",vir elke besending,Vir uitvoerpermit,vir besending,vir uitvoerpermit,vir besending,het,"Vir elke uitvoerpermit wat vir grootoog-tuna , suidelike blouvin-tuna , swaardvis , Antarktiese tandvis en Patagoniese tandvis uitgereik is ,",vir elke besending,20,3,vir,vir,uitvoerpermit,besending,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde van jou uitvoerbesending in kennis as die vis wat jy wil uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie .,Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde van jou uitvoerbesending,Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde in kennis,Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde van uitvoerbesending,Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde in kennis,van uitvoerbesending,in kennis,stel,van jou uitvoerbesending,in kennis,3,2,van,in,uitvoerbesending,kennis,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Versuim om die permitvoorwaardes na te kom , kan tot opheffing of kansellasie van jou permit lei .","Versuim om die permitvoorwaardes na te kom , kan tot opheffing of kansellasie","Versuim om die permitvoorwaardes na te kom , kan van jou permit","Versuim om die permitvoorwaardes na te kom , kan tot opheffing","Versuim om die permitvoorwaardes na te kom , kan van permit",tot opheffing,van permit,lei,tot opheffing of kansellasie,van jou permit,4,3,tot,van,opheffing,permit,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Vul jou aansoekvorm in , onderteken dit en pos dit saam met die nodige ondersteunende dokumente aan Mariene- en Kustebestuur se bestuurskantoor ( die adres verskyn onderaan ) .","Vul jou aansoekvorm in , onderteken dit en pos dit saam met die nodige ondersteunende dokumente","Vul jou aansoekvorm in , onderteken dit en pos dit saam aan Mariene- en Kustebestuur se bestuurskantoor ( die adres verskyn onderaan )","Vul jou aansoekvorm in , onderteken dit en pos dit saam met dokumente","Vul jou aansoekvorm in , onderteken dit en pos dit saam aan Mariene-",met dokument,aan Mariene-,pos,met die nodige ondersteunende dokumente,aan Mariene- en Kustebestuur se bestuurskantoor ( die adres verskyn onderaan ),5,12,met,aan,dokument,Mariene-,NOUN,X,prepositional,prepositional,Postverbal,Afrikaans
Tree met die Companies and Intellectual Property Registration Office in verbinding .,Tree met die Companies and Intellectual Property Registration Office,Tree in verbinding,Tree met Companies,Tree in verbinding,met Companies,in verbinding,tree,met die Companies and Intellectual Property Registration Office,in verbinding,8,2,met,in,Companies,verbinding,X,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het op 15 November 2000 in werking getree .","Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het op 15 November 2000","Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het in werking","Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het op 15","Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het in werking",op 15,in werking,tree,op 15 November 2000,in werking,4,2,op,in,15,werking,SYM,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Die Wet erken ook huwelike wat na hierdie datum volgens die gewoontereg voltrek is en stipuleer die reëls vir mense wat ingevolge die gewoontereg trou sodat hulle huwelik erken kan word .,Die Wet erken ook huwelike wat na hierdie datum,Die Wet erken ook huwelike wat volgens die gewoontereg,Die Wet erken ook huwelike wat na datum,Die Wet erken ook huwelike wat volgens gewoontereg,na datum,volgens gewoontereg,voltrek,na hierdie datum,volgens die gewoontereg,3,3,na,volgens,datum,gewoontereg,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Indien jy voor 15 November 2000 ingevolge die gewoontereg getroud is , moet jy jou huwelik by die Departement van Binnelandse Sake registreer .",Indien jy voor 15 November 2000,Indien jy ingevolge die gewoontereg,Indien jy voor 15,Indien jy ingevolge gewoontereg,voor 15,ingevolge gewoontereg,trou,voor 15 November 2000,ingevolge die gewoontereg,4,3,voor,ingevolge,15,gewoontereg,SYM,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds volgens die burgerlike reg met mekaar getroud is nie .,Nie een van julle twee sal egter huwelike met iemand anders,Nie een van julle twee sal egter huwelike volgens die gewoontereg,Nie een van julle twee sal egter huwelike met iemand,Nie een van julle twee sal egter huwelike volgens gewoontereg,met iemand,volgens gewoontereg,aangaan,met iemand anders,volgens die gewoontereg,3,3,met,volgens,iemand,gewoontereg,PRON,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds volgens die burgerlike reg met mekaar getroud is nie .,Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds volgens die burgerlike reg,Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds met mekaar,Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds volgens reg,Nie een van julle twee sal egter huwelike met iemand anders volgens die gewoontereg kan aangaan indien julle reeds met mekaar,volgens reg,met mekaar,trou,volgens die burgerlike reg,met mekaar,4,2,volgens,met,reg,mekaar,NOUN,PRON,prepositional,prepositional,Preverbal,Afrikaans
So 'n vaartuig mag slegs onder buitengewone omstandighede deur die houer van 'n Suid-Afrikaanse visvangsreg gehuur of gekontrakteer word om onder die RSA se vlag aan visvangsaktiwiteite binne die eksklusiewe ekonomiese sone ( EES ) of in internasionale water deel te neem .,So 'n vaartuig mag slegs onder buitengewone omstandighede,So 'n vaartuig mag slegs deur die houer van 'n Suid-Afrikaanse visvangsreg,So 'n vaartuig mag slegs onder omstandighede,So 'n vaartuig mag slegs deur houer,onder omstandigheid,deur houer,huur,onder buitengewone omstandighede,deur die houer van 'n Suid-Afrikaanse visvangsreg,3,7,onder,deur,omstandigheid,houer,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Sodra daar in beginsel steun vir die gebruik van 'n buitelandse vaartuig verleen is , moet jy 'n aansoekvorm vir 'n lisensie vir 'n buitelandse visvaartuig by jou naaste kantoor van die Departement van Omgewingsake en Toerisme ( DEA&T-kantoor ) Department of Environmental Affairs and Tourism kry .",Sodra daar in beginsel,Sodra daar vir die gebruik van 'n buitelandse vaartuig,Sodra daar in beginsel,Sodra daar vir gebruik,in beginsel,vir gebruik,verleen,in beginsel,vir die gebruik van 'n buitelandse vaartuig,2,7,in,vir,beginsel,gebruik,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Indien die aansoeker voorsien dat die vaartuig tydens die huurtermyn dalk ook in die diepsee sal visvang , moet 'n hy ook 'n aansoekvorm vir 'n diepsee-lisensie invul .",Indien die aansoeker voorsien dat die vaartuig tydens die huurtermyn,Indien die aansoeker voorsien dat die vaartuig in die diepsee,Indien die aansoeker voorsien dat die vaartuig tydens huurtermyn,Indien die aansoeker voorsien dat die vaartuig in diepsee,tydens huurtermyn,in diepsee,visvang,tydens die huurtermyn,in die diepsee,3,3,tydens,in,huurtermyn,diepsee,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Skole kan , na aanleiding van hul organisatoriese vereistes , op die aantal en aard van ander leerprogramme in die Intermediêre Fase besluit , mits die nasionale prioriteite en ontwikkelingsbehoeftes van leerders in 'n fase in ag geneem word .","Skole kan , na aanleiding van hul organisatoriese vereistes ,","Skole kan , op die aantal en aard van ander leerprogramme in die Intermediêre Fase","Skole kan , na aanleiding","Skole kan , op aantal",na aanleiding,op aantal,besluit,"na aanleiding van hul organisatoriese vereistes ,",op die aantal en aard van ander leerprogramme in die Intermediêre Fase,7,12,na,op,aanleiding,aantal,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Hierdie leeruitkoms is nie in die kurrikulum vir tweede addisionele tale ingesluit nie , aangesien dit die doel van hierdie leeruitkoms is om leerders voor te berei om dit as die taal van leer en onderrig te gebruik .",Hierdie leeruitkoms is nie in die kurrikulum,Hierdie leeruitkoms is nie vir tweede addisionele tale,Hierdie leeruitkoms is nie in kurrikulum,Hierdie leeruitkoms is nie vir tale,in kurrikulum,vir taal,insluit,in die kurrikulum,vir tweede addisionele tale,3,4,in,vir,kurrikulum,taal,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Die leerder is in staat om vrymoedig en doeltreffend in gesproke taal binne 'n wye verskeidenheid situasies te kommunikeer .,Die leerder is in staat om vrymoedig en doeltreffend in gesproke taal,Die leerder is in staat om vrymoedig en doeltreffend binne 'n wye verskeidenheid situasies,Die leerder is in staat om vrymoedig en doeltreffend in taal,Die leerder is in staat om vrymoedig en doeltreffend binne verskeidenheid,in taal,binne verskeidenheid,kommunikeer,in gesproke taal,binne 'n wye verskeidenheid situasies,3,5,in,binne,taal,verskeidenheid,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Deur die assesseringstandaarde wil die Tale-leerareaverklaring hierdie instrument tot sy volle potensiaal ontwikkel .,Deur die assesseringstandaarde,tot sy volle potensiaal,Deur assesseringstandaarde,tot potensiaal,deur assesseringstandaard,tot potensiaal,ontwikkel,Deur die assesseringstandaarde,tot sy volle potensiaal,3,4,deur,tot,assesseringstandaard,potensiaal,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"'n Gemiddelde of saamgevoegde punt verbloem die feit dat 'n leerder in een opsig goed aan die verlangde vereiste voldoen het , maar nie in 'n ander nie .",'n Gemiddelde of saamgevoegde punt verbloem die feit dat 'n leerder in een opsig,'n Gemiddelde of saamgevoegde punt verbloem die feit dat 'n leerder aan die verlangde vereiste,'n Gemiddelde of saamgevoegde punt verbloem die feit dat 'n leerder in opsig,'n Gemiddelde of saamgevoegde punt verbloem die feit dat 'n leerder aan vereiste,in opsig,aan vereiste,voldoen,in een opsig,aan die verlangde vereiste,3,4,in,aan,opsig,vereiste,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Lewer kommentaar op elke leerarea of leerprogram , spesifiek in die geval van leerders wat die vereistes oortref het of ondersteuning benodig .","Lewer kommentaar op elke leerarea of leerprogram ,",Lewer kommentaar in die geval van leerders wat die vereistes oortref het of ondersteuning benodig .,Lewer kommentaar op leerarea,Lewer kommentaar in geval,op leerarea,in geval,lewer,"op elke leerarea of leerprogram ,",in die geval van leerders wat die vereistes oortref het of ondersteuning benodig .,6,14,op,in,leerarea,geval,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
Jy kan 'n tjek wat aan die Direkteur-generaal : Landbou uitgemaak is aan die aansoekvorm vasgeheg en dit na die adres by kontakbesonderhede toe pos .,Jy kan 'n tjek wat aan die Direkteur-generaal : Landbou uitgemaak is aan die aansoekvorm vasgeheg en dit na die adres,Jy kan 'n tjek wat aan die Direkteur-generaal : Landbou uitgemaak is aan die aansoekvorm vasgeheg en dit by kontakbesonderhede toe,Jy kan 'n tjek wat aan die Direkteur-generaal : Landbou uitgemaak is aan die aansoekvorm vasgeheg en dit na adres,Jy kan 'n tjek wat aan die Direkteur-generaal : Landbou uitgemaak is aan die aansoekvorm vasgeheg en dit by kontakbesonderhede,na adres,by kontakbesonderhede,pos,na die adres,by kontakbesonderhede toe,3,3,na,by,adres,kontakbesonderhede,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Die veeartsenygesondheidsertifikaat moet binne 10 dae voor vertrek in Engels ingevul word deur 'n veearts wat deur die veeartsenybestuur van die land van uitvoer daartoe gemagtig is .,Die veeartsenygesondheidsertifikaat moet binne 10 dae voor vertrek,Die veeartsenygesondheidsertifikaat moet in Engels,Die veeartsenygesondheidsertifikaat moet binne dae,Die veeartsenygesondheidsertifikaat moet in Engels,binne dag,in Engels,invul,binne 10 dae voor vertrek,in Engels,5,2,binne,in,dag,Engels,NOUN,PROPN,prepositional,prepositional,Preverbal,Afrikaans
In hierdie geval mag die ongeregistreerde entstof vir 'n beperkte tydperk verkoop word totdat registrasie verkry is .,In hierdie geval,vir 'n beperkte tydperk,In geval,vir tydperk,in geval,vir tydperk,verkoop,In hierdie geval,vir 'n beperkte tydperk,3,4,in,vir,geval,tydperk,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"As die produkte in transito deur Suid-Afrika vervoer word , moet jy 'n afskrif van die veeartseny-invoerpermit van die land van eindbestemming saam met die aansoek om 'n Suid-Afrikaanse veeartseny-transitopermit indien .",As die produkte in transito,As die produkte deur Suid-Afrika,As die produkte in transito,As die produkte deur Suid-Afrika,in transito,deur Suid-Afrika,vervoer,in transito,deur Suid-Afrika,2,2,in,deur,transito,Suid-Afrika,X,PROPN,prepositional,prepositional,Preverbal,Afrikaans
"As jy inligting oor die presiese vereistes vir 'n spesifieke produk wil hê , kan jy voorbeeldkopieë van die veeartseny-invoerpermit en die veeartsenykundige gesondheidsertifikaat by die permitkantoor kry .",As jy inligting oor die presiese vereistes,As jy inligting vir 'n spesifieke produk,As jy inligting oor vereistes,As jy inligting vir produk,oor vereiste,vir produk,het,oor die presiese vereistes,vir 'n spesifieke produk,4,4,oor,vir,vereiste,produk,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Jy kan meer inligting oor invoervereistes by die permitkantoor of op die Departement van Landbou se webwerf kry .,Jy kan meer inligting oor invoervereistes,Jy kan meer inligting by die permitkantoor of op die Departement van Landbou se webwerf,Jy kan meer inligting oor invoervereistes,Jy kan meer inligting by permitkantoor,oor invoervereiste,by permitkantoor,kry,oor invoervereistes,by die permitkantoor of op die Departement van Landbou se webwerf,2,11,oor,by,invoervereiste,permitkantoor,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Die Groen Sertifikaat word uitgereik wanneer die monster amptelik van die lot getrek word onder gesag van 'n geakkrediteerde laboratorium , maar die toetse deur 'n ander geakkrediteerde laboratorium in 'n ander land uitgevoer word .","Die Groen Sertifikaat word uitgereik wanneer die monster amptelik van die lot getrek word onder gesag van 'n geakkrediteerde laboratorium , maar die toetse deur 'n ander geakkrediteerde laboratorium","Die Groen Sertifikaat word uitgereik wanneer die monster amptelik van die lot getrek word onder gesag van 'n geakkrediteerde laboratorium , maar die toetse in 'n ander land","Die Groen Sertifikaat word uitgereik wanneer die monster amptelik van die lot getrek word onder gesag van 'n geakkrediteerde laboratorium , maar die toetse deur laboratorium","Die Groen Sertifikaat word uitgereik wanneer die monster amptelik van die lot getrek word onder gesag van 'n geakkrediteerde laboratorium , maar die toetse in land",deur laboratorium,in land,uitvoer,deur 'n ander geakkrediteerde laboratorium,in 'n ander land,5,4,deur,in,laboratorium,land,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"In gevalle waar onwettige besetters van die grond af verwyder moet word en dit nie hulle fundamentele regte benadeel nie , moet die regeringsinstansie wat vir die staatsgrond verantwoordelik is , of die privaat eienaar , onverwyld by die hof aansoek doen om uitsetting in terme van die Wet op die Voorkoming van Onwettige Uitsetting en Onregmatige Besetting van Grond , 1998 .","In gevalle waar onwettige besetters van die grond af verwyder moet word en dit nie hulle fundamentele regte benadeel nie ,",by die hof,In gevalle,by hof,in geval,by hof,doen,"In gevalle waar onwettige besetters van die grond af verwyder moet word en dit nie hulle fundamentele regte benadeel nie ,",by die hof,21,3,in,by,geval,hof,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Aannemingsdokumente wat deur die Registrateur van Aannemings by die Departement van Justisie onderteken en gestempel is .,Aannemingsdokumente wat deur die Registrateur van Aannemings,Aannemingsdokumente wat by die Departement van Justisie,Aannemingsdokumente wat deur Registrateur,Aannemingsdokumente wat by Departement,deur registrateur,by departement,onderteken,deur die Registrateur van Aannemings,by die Departement van Justisie,5,5,deur,by,registrateur,departement,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Sertifikate van opvoedkundige kwalifikasies wat deur die daartoe gemagtigde werknemer by die Departement van Onderwys onderteken en gestempel is .,Sertifikate van opvoedkundige kwalifikasies wat deur die daartoe gemagtigde werknemer,Sertifikate van opvoedkundige kwalifikasies wat by die Departement van Onderwys,Sertifikate van opvoedkundige kwalifikasies wat deur werknemer,Sertifikate van opvoedkundige kwalifikasies wat by Departement,deur werknemer,by departement,onderteken,deur die daartoe gemagtigde werknemer,by die Departement van Onderwys,5,5,deur,by,werknemer,departement,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Brief van geen beletsel ( huwelikstatusbrief ) wat deur die daartoe gemagtigde werknemer by Buitelandse Sake onderteken en gestempel is .,Brief van geen beletsel ( huwelikstatusbrief ) wat deur die daartoe gemagtigde werknemer,Brief van geen beletsel ( huwelikstatusbrief ) wat by Buitelandse Sake,Brief van geen beletsel ( huwelikstatusbrief ) wat deur werknemer,Brief van geen beletsel ( huwelikstatusbrief ) wat by Sake,deur werknemer,by saak,onderteken,deur die daartoe gemagtigde werknemer,by Buitelandse Sake,5,3,deur,by,werknemer,saak,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Mediese sertifikate wat deur die daartoe gemagtigde beamptes by die Raad vir Gesondheidsberoepe onderteken en gestempel is .,Mediese sertifikate wat deur die daartoe gemagtigde beamptes,Mediese sertifikate wat by die Raad vir Gesondheidsberoepe,Mediese sertifikate wat deur beamptes,Mediese sertifikate wat by Raad,deur beampte,by raad,onderteken,deur die daartoe gemagtigde beamptes,by die Raad vir Gesondheidsberoepe,5,5,deur,by,beampte,raad,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
