Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Iar ciobanul îi zicea : Nu -i nimic , mioara mea , Eu oi pune fluierul , în vârful crângului în bătaia vântului Şi când vântul a sufla , Fluierul a cânta , Oile s- or aduna , Pe mine m- or căuta .","Iar ciobanul îi zicea : Nu -i nimic , mioara mea , Eu oi pune fluierul , în vârful crângului","Iar ciobanul îi zicea : Nu -i nimic , mioara mea , Eu oi pune fluierul în bătaia vântului","Iar ciobanul îi zicea : Nu -i nimic , mioara mea , Eu oi pune fluierul în vârful","Iar ciobanul îi zicea : Nu -i nimic , mioara mea , Eu oi pune fluierul în bătaia",în vârf,în bătaie,pune,", în vârful crângului",în bătaia vântului,4,3,în,în,vârf,bătaie,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"La Lenuța sub ceardac Frumos crește un liliac , Ce să -ți dau , măi , ce să -ți dau Liliacul să ți- l iau ?",La Lenuța,sub ceardac,La Lenuța,sub ceardac,la Lenuța,sub ceardac,crește,La Lenuța,sub ceardac,2,2,la,sub,Lenuța,ceardac,PROPN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Nu te duce , focule , să arzi pădurile , să usuci pământurile , să vestejești ierburile , du -te , focule , la badea în curte , arde -l la inimă .","Nu te duce , focule , să arzi pădurile , să usuci pământurile , să vestejești ierburile , du -te , focule , la badea","Nu te duce , focule , să arzi pădurile , să usuci pământurile , să vestejești ierburile , du -te , focule , în curte","Nu te duce , focule , să arzi pădurile , să usuci pământurile , să vestejești ierburile , du -te , focule , la badea","Nu te duce , focule , să arzi pădurile , să usuci pământurile , să vestejești ierburile , du -te , focule , în curte",la bade,în curte,duce,la badea,în curte,2,2,la,în,bade,curte,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Fugi , boală , De la Ion , Din capul lui , Din ochii lui , Din mâinile lui , Din picioarele lui .","Fugi , boală , De la Ion","Fugi , boală , , Din capul lui , Din ochii lui , Din mâinile lui , Din picioarele lui","Fugi , boală , De Ion","Fugi , boală , Din capul",de Ion,din cap,fugi,De la Ion,", Din capul lui , Din ochii lui , Din mâinile lui , Din picioarele lui",3,16,de,din,Ion,cap,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"A ieșit omul nergu din malul Mării Negre , cu dinți negri , cu ciubote negre , În cămașa neagră .",A ieșit omul nergu din malul Mării Negre,"A ieșit omul nergu , cu dinți negri , cu ciubote negre , În cămașa neagră",A ieșit omul nergu din malul,A ieșit omul nergu cu dinți,din mal,cu dinte,ieși,din malul Mării Negre,", cu dinți negri , cu ciubote negre , În cămașa neagră",4,12,din,cu,mal,dinte,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Taci , Ileana , nu te căina , nu te văicăra , Maica Domnului în cârjă de aur s- a răzăma , de trei ori peste cap s- a da și a sufla , sănătoasă te- a lăsa .","Taci , Ileana , nu te căina , nu te văicăra , Maica Domnului în cârjă de aur s- a răzăma , de trei ori","Taci , Ileana , nu te căina , nu te văicăra , Maica Domnului în cârjă de aur s- a răzăma , peste cap","Taci , Ileana , nu te căina , nu te văicăra , Maica Domnului în cârjă de aur s- a răzăma , de ori","Taci , Ileana , nu te căina , nu te văicăra , Maica Domnului în cârjă de aur s- a răzăma , peste cap",de oară,peste cap,da,de trei ori,peste cap,3,2,de,peste,oară,cap,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Eu n- am venit să -mi mulțămești , Da am venit să mă curățești Din creștetul capului , Din umărul obrazului , Din cap până în picioare Să rămân ca o floare .","Eu n- am venit să -mi mulțămești , Da am venit să mă curățești Din creștetul capului , Din umărul obrazului , Din cap","Eu n- am venit să -mi mulțămești , Da am venit să mă curățești până în picioare","Eu n- am venit să -mi mulțămești , Da am venit să mă curățești Din creștetul","Eu n- am venit să -mi mulțămești , Da am venit să mă curățești până picioare",din creștet,până picior,curăți,"Din creștetul capului , Din umărul obrazului , Din cap",până în picioare,10,3,din,până,creștet,picior,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Du- te la Nicu în fugă , Și din cap i- apucă Soare sec cu orbalt , Soare sec cu bubă -n cap , Soare sec cu spăriet , Soare sec prin somn , Soare sec prin foame , Soare sec prin osteneală , Soare sec prin scârbă , Cu buzele -i suge , Cu aipile -i strânge , Şi la pui îi dă , Puii ți -i hrănește , Şi -i zburătăcește , Că aceea li -i cină , Aceia -i hodină , Acela li -i masul , Acela -i popasul .",Du- te la Nicu,Du- te în fugă,Du- te la Nicu,Du- te în fugă,la Nicu,în fugă,Du-,la Nicu,în fugă,2,2,la,în,Nicu,fugă,PROPN,ADV,prepositional,prepositional,Postverbal,RomanianNonstandard
"De azi înainte , în râpi risipite , Cu nouă lei , Cu nouă miei , Acolo să pieri , Acolo să răspieri , Cum piere spuma de mare , Roua de soare .","De azi înainte , în râpi risipite ,","De azi înainte , Cu nouă lei , Cu nouă miei ,","De azi înainte , în râpi","De azi înainte , Cu lei",în râpă,cu leu,pieri,"în râpi risipite ,","Cu nouă lei , Cu nouă miei ,",4,8,în,cu,râpă,leu,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Ceas rău cu pocitură , Ceas rău cu săgetătură , Ceas rău cu spaimă , Ceas rău de cu sară , Ceas rău dela miezul nopții , Ceas rău de cu ziuă , Să te duci pe munți , Pe sub munți .","Ceas rău cu pocitură , Ceas rău cu săgetătură , Ceas rău cu spaimă , Ceas rău de cu sară , Ceas rău dela miezul nopții , Ceas rău de cu ziuă , Să te duci pe munți","Ceas rău cu pocitură , Ceas rău cu săgetătură , Ceas rău cu spaimă , Ceas rău de cu sară , Ceas rău dela miezul nopții , Ceas rău de cu ziuă , Să te duci , Pe sub munți","Ceas rău cu pocitură , Ceas rău cu săgetătură , Ceas rău cu spaimă , Ceas rău de cu sară , Ceas rău dela miezul nopții , Ceas rău de cu ziuă , Să te duci pe munți","Ceas rău cu pocitură , Ceas rău cu săgetătură , Ceas rău cu spaimă , Ceas rău de cu sară , Ceas rău dela miezul nopții , Ceas rău de cu ziuă , Să te duci Pe munți",pe munte,pe munte,duce,pe munți,", Pe sub munți",2,4,pe,pe,munte,munte,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Să te duci în pădurea uscată , Pe apa cea tulburată , Nicu să rămână curat , Curat și luminat , Ca argintu cel curat , De la Dumnezeu lăsat .",Să te duci în pădurea uscată,"Să te duci , Pe apa cea tulburată",Să te duci în pădurea,Să te duci Pe apa,în pădure,pe apă,duce,în pădurea uscată,", Pe apa cea tulburată",3,5,în,pe,pădure,apă,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"S- o suit la mine -n pod , Nu mi -o lăsat nici un bob , Mi- o luat porcul și- o văcuță , Mi- o lăsat o găinuță .",S- o suit la mine,S- o suit -n pod,S- o suit la mine,S- o suit -n pod,la eu,în pod,sui,la mine,-n pod,2,2,la,în,eu,pod,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Măiculiță , plâng cu jale , După a mele surioare .","Măiculiță , plâng cu jale","Măiculiță , plâng , După a mele surioare","Măiculiță , plâng cu jale","Măiculiță , plâng După surioare",cu jale,după surioară,plânge,cu jale,", După a mele surioare",2,5,cu,după,jale,surioară,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ca să nu vă stăm în cale , Ne- ați mânat la tribunale , Apoi ne- ați trimis la moarte , în Siberii înghețate .","Ca să nu vă stăm în cale , Ne- ați mânat la tribunale , Apoi ne- ați trimis la moarte","Ca să nu vă stăm în cale , Ne- ați mânat la tribunale , Apoi ne- ați trimis , în Siberii înghețate","Ca să nu vă stăm în cale , Ne- ați mânat la tribunale , Apoi ne- ați trimis la moarte","Ca să nu vă stăm în cale , Ne- ați mânat la tribunale , Apoi ne- ați trimis în Siberii",la moarte,în Siberia,trimite,la moarte,", în Siberii înghețate",2,4,la,în,moarte,Siberia,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Foaie verde maghieran , M- am întors din Kazakstan , Am plecat floare aleasă , M- am întors cu boală -n casă .","Foaie verde maghieran , M- am întors din Kazakstan , Am plecat floare aleasă , M- am întors cu boală","Foaie verde maghieran , M- am întors din Kazakstan , Am plecat floare aleasă , M- am întors -n casă","Foaie verde maghieran , M- am întors din Kazakstan , Am plecat floare aleasă , M- am întors cu boală","Foaie verde maghieran , M- am întors din Kazakstan , Am plecat floare aleasă , M- am întors -n casă",cu boală,în casă,întoarce,cu boală,-n casă,2,2,cu,în,boală,casă,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Eu le- am spus că le- am lăsat , în pustiu -ndepărtat , între tufe de pelin Din pricina lui Stalin .","Eu le- am spus că le- am lăsat , în pustiu -ndepărtat , între tufe de pelin",Eu le- am spus că le- am lăsat Din pricina lui Stalin,Eu le- am spus că le- am lăsat în pustiu,Eu le- am spus că le- am lăsat Din pricina,în pustiu,din pricina,lăsa,", în pustiu -ndepărtat , între tufe de pelin",Din pricina lui Stalin,9,4,în,din,pustiu,pricina,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Plânge inima , măi frate , Câtă jale e prin sate , De familii deportate , În Siberia departe , Jale de copii lipsiți De bunici și de părinți .","Plânge inima , măi frate , Câtă jale e prin sate","Plânge inima , măi frate , Câtă jale e , De familii deportate , În Siberia departe , Jale de copii lipsiți De bunici și de părinți","Plânge inima , măi frate , Câtă jale e prin sate","Plânge inima , măi frate , Câtă jale e De familii",prin sat,de familie,fi,prin sate,", De familii deportate , În Siberia departe , Jale de copii lipsiți De bunici și de părinți",2,18,prin,de,sat,familie,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Să fiți gata -mpachetați , Că la drum cu noi plecați !","Să fiți gata -mpachetați , Că la drum","Să fiți gata -mpachetați , Că cu noi","Să fiți gata -mpachetați , Că la drum","Să fiți gata -mpachetați , Că cu noi",la drum,cu eu,pleca,la drum,cu noi,2,2,la,cu,drum,eu,NOUN,PRON,prepositional,prepositional,Preverbal,RomanianNonstandard
"Mamă , mamă , ieși afară Şi du -mă la noi în țară , Nu mă lăsa de- nstrăinată , Fără tine , fără tată .","Mamă , mamă , ieși afară Şi du -mă la noi","Mamă , mamă , ieși afară Şi du -mă în țară","Mamă , mamă , ieși afară Şi du -mă la noi","Mamă , mamă , ieși afară Şi du -mă în țară",la eu,în țară,duce,la noi,în țară,2,2,la,în,eu,țară,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Din a lui Stalin pricină , Fără vreme sunt bătrână , Şi umblu cu cărja -n mână .","Din a lui Stalin pricină , Fără vreme sunt bătrână , Şi umblu cu cărja","Din a lui Stalin pricină , Fără vreme sunt bătrână , Şi umblu -n mână","Din a lui Stalin pricină , Fără vreme sunt bătrână , Şi umblu cu cărja","Din a lui Stalin pricină , Fără vreme sunt bătrână , Şi umblu -n mână",cu cărjă,în mână,umbla,cu cărja,-n mână,2,2,cu,în,cărjă,mână,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
Din Siret până la Prut Românii n- au dispărut .,Din Siret,până la Prut,Din Siret,până Prut,din Siret,până Prut,dispărea,Din Siret,până la Prut,2,3,din,până,Siret,Prut,PROPN,PROPN,prepositional,prepositional,Preverbal,RomanianNonstandard
"De la Nistru la Carpați , Românașii își zic frați .",De la Nistru,"la Carpați ,",De Nistru,la Carpați,de Nistru,la Carpați,zice,De la Nistru,"la Carpați ,",3,3,de,la,Nistru,Carpați,PROPN,PROPN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Spune -mi mie , vrăbioară : Puiul meu unde se scoală , Pe obraz cu ce se spală , Viața lui cum o petrece ?","Spune -mi mie , vrăbioară : Puiul meu unde se scoală , Pe obraz","Spune -mi mie , vrăbioară : Puiul meu unde se scoală , cu ce","Spune -mi mie , vrăbioară : Puiul meu unde se scoală , Pe obraz","Spune -mi mie , vrăbioară : Puiul meu unde se scoală , cu ce",pe obraz,cu ce,spăla,Pe obraz,cu ce,2,2,pe,cu,obraz,ce,NOUN,PRON,prepositional,prepositional,Preverbal,RomanianNonstandard
"Foaie verde de măslin , A venit prin sate chin Cu zaconul lui Stalin .","Foaie verde de măslin , A venit prin sate","Foaie verde de măslin , A venit Cu zaconul lui Stalin","Foaie verde de măslin , A venit prin sate","Foaie verde de măslin , A venit Cu zaconul",prin sat,cu zacon,veni,prin sate,Cu zaconul lui Stalin,2,4,prin,cu,sat,zacon,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Familii -ntregi au distrus , La Siberia în ger le- au dus .","Familii -ntregi au distrus , La Siberia","Familii -ntregi au distrus , în ger","Familii -ntregi au distrus , La Siberia","Familii -ntregi au distrus , în ger",la Siberia,în ger,duce,La Siberia,în ger,2,2,la,în,Siberia,ger,PROPN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Păgânii pentru mărire Au dus lumea la pieire La Finlanda în pustie , înapoi să nu mai vie .",Păgânii pentru mărire Au dus lumea la pieire,Păgânii pentru mărire Au dus lumea La Finlanda în pustie,Păgânii pentru mărire Au dus lumea la pieire,Păgânii pentru mărire Au dus lumea La Finlanda,la pieire,la Finlanda,duce,la pieire,La Finlanda în pustie,2,4,la,la,pieire,Finlanda,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Când erau boieri , apoi erau robi la boieri și robii fugeau de la un boier la altul și fugeau pe drumul acela , în direcția drumului , ca să fugă la alt boier , la altul , care să nu -i obijduiască tare .","Când erau boieri , apoi erau robi la boieri și robii fugeau de la un boier","Când erau boieri , apoi erau robi la boieri și robii fugeau la altul","Când erau boieri , apoi erau robi la boieri și robii fugeau de boier","Când erau boieri , apoi erau robi la boieri și robii fugeau la altul",de boier,la altul,fugi,de la un boier,la altul,4,2,de,la,boier,altul,NOUN,PRON,prepositional,prepositional,Postverbal,RomanianNonstandard
Iese plugul la arat Fără mână de bărbat .,Iese plugul la arat,Iese plugul Fără mână de bărbat,Iese plugul la arat,Iese plugul Fără mână,la arat,fără mână,ieși,la arat,Fără mână de bărbat,2,4,la,fără,arat,mână,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Al tău frate s- a -nsurat , În cimitir la Stalingrad , Cu fetița nu știu cui Din fundul pământului .","Al tău frate s- a -nsurat , În cimitir la Stalingrad","Al tău frate s- a -nsurat , Cu fetița nu știu cui Din fundul pământului",Al tău frate s- a -nsurat În cimitir,Al tău frate s- a -nsurat Cu fetița,în cimitir,cu fetiță,însura,", În cimitir la Stalingrad",", Cu fetița nu știu cui Din fundul pământului",5,9,în,cu,cimitir,fetiță,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Murgu mi- a vorbit : - Drag stăpân d’ al nostru De când ne hrănește Și ne miluiește , La deal nu ne- a scos , La deal la ntrecare !","Murgu mi- a vorbit : - Drag stăpân d’ al nostru De când ne hrănește Și ne miluiește , La deal nu ne- a scos , La deal","Murgu mi- a vorbit : - Drag stăpân d’ al nostru De când ne hrănește Și ne miluiește , La deal nu ne- a scos la ntrecare","Murgu mi- a vorbit : - Drag stăpân d’ al nostru De când ne hrănește Și ne miluiește , La deal nu ne- a scos La deal","Murgu mi- a vorbit : - Drag stăpân d’ al nostru De când ne hrănește Și ne miluiește , La deal nu ne- a scos la ntrecare",la deal,la întrecere,scoate,", La deal",la ntrecare,3,2,la,la,deal,întrecere,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Murgu mi- a vorbit : – Drag stăpân d’ al nostru , Nu strica pe șoimul , Că ți- a șede bine Călare pe mine , Cu șoimul pe mână , Cu feciori de crai Și de boieri mari .","Murgu mi- a vorbit : – Drag stăpân d’ al nostru , Nu strica pe șoimul , Că ți- a șede bine Călare pe mine , Cu șoimul pe mână","Murgu mi- a vorbit : – Drag stăpân d’ al nostru , Nu strica pe șoimul , Că ți- a șede bine Călare pe mine , Cu feciori de crai Și de boieri mari","Murgu mi- a vorbit : – Drag stăpân d’ al nostru , Nu strica pe șoimul , Că ți- a șede bine Călare pe mine Cu șoimul","Murgu mi- a vorbit : – Drag stăpân d’ al nostru , Nu strica pe șoimul , Că ți- a șede bine Călare pe mine Cu feciori",Cu șoim,cu fecior,ședea,", Cu șoimul pe mână",", Cu feciori de crai Și de boieri mari",5,9,Cu,cu,șoim,fecior,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pe- un șuvoi de ploae Iată vin în cale O turmă de mei Cu trei ciobănei : Unu vrâncian , Unu ungurean , Unu moldovan .",Pe- un șuvoi de ploae Iată vin în cale,"Pe- un șuvoi de ploae Iată vin Cu trei ciobănei : Unu vrâncian , Unu ungurean , Unu moldovan",Pe- un șuvoi de ploae Iată vin în cale,Pe- un șuvoi de ploae Iată vin Cu ciobănei,în cale,cu ciobănel,veni,în cale,"Cu trei ciobănei : Unu vrâncian , Unu ungurean , Unu moldovan",2,12,în,cu,cale,ciobănel,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"De- a fi și m- or omorî , Să mă -ngropați În târla de oi , Ca să fiu cu voi La colțul stânii , Să -mi aud și cânii .","De- a fi și m- or omorî , Să mă -ngropați În târla de oi","De- a fi și m- or omorî , Să mă -ngropați La colțul stânii","De- a fi și m- or omorî , Să mă -ngropați În târla","De- a fi și m- or omorî , Să mă -ngropați La colțul",în târlă,la colț,îngropa,În târla de oi,La colțul stânii,4,3,în,la,târlă,colț,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
Inciu se face femee străină Și -ntră la Stanca -n grădină .,Inciu se face femee străină Și -ntră la Stanca,Inciu se face femee străină Și -ntră -n grădină,Inciu se face femee străină Și -ntră la Stanca,Inciu se face femee străină Și -ntră -n grădină,la Stanca,în grădină,intra,la Stanca,-n grădină,2,2,la,în,Stanca,grădină,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ce cați , femee străină , Ce cați la Stanca -n grădină ?","Ce cați , femee străină , Ce cați la Stanca","Ce cați , femee străină , Ce cați -n grădină","Ce cați , femee străină , Ce cați la Stanca","Ce cați , femee străină , Ce cați -n grădină",la Stanca,în grădină,căuta,la Stanca,-n grădină,2,2,la,în,Stanca,grădină,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Colo -n vale la izvor Plânge -o copilă cu dor Trece maică- sa ș- o -ntreabă : De ce plângi , copilă dragă ?",Colo -n vale,Colo la izvor,Colo -n vale,Colo la izvor,în vale,la izvor,plânge,-n vale,la izvor,2,2,în,la,vale,izvor,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Pe sub deal pe sub pădure Trece -o nevăstuică -n lume Cu batic galben pe cap , Despărțită de bărbat , Copilu -i nebotezat .",Pe sub deal,pe sub pădure,Pe deal,pe pădure,pe deal,pe pădure,Trece,Pe sub deal,pe sub pădure,3,3,pe,pe,deal,pădure,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Să te duci , bădiță , duci , Să te duci pe văi adânci , Pân- ce -i pica rob la turci , Cu picioarele -n butuci Și cu mâinile -n cătuși .","Să te duci , bădiță , duci , Să te duci pe văi adânci , Pân- ce -i pica rob la turci","Să te duci , bădiță , duci , Să te duci pe văi adânci , Pân- ce -i pica rob , Cu picioarele -n butuci Și cu mâinile -n cătuși","Să te duci , bădiță , duci , Să te duci pe văi adânci , Pân- ce -i pica rob la turci","Să te duci , bădiță , duci , Să te duci pe văi adânci , Pân- ce -i pica rob Cu picioarele",la turc,cu picior,pica,la turci,", Cu picioarele -n butuci Și cu mâinile -n cătuși",2,10,la,cu,turc,picior,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Frunză verde de- avrămească , Pe ulița armenească , Pe ulița cea grecească Ciocănește , bocănește , Voinicul Murgu -și potcovește , Șade ciuma și -l păzește , Ciuma și cu soră -sa , Ca să -i scurteze viața .","Frunză verde de- avrămească , Pe ulița armenească","Frunză verde de- avrămească , , Pe ulița cea grecească","Frunză verde de- avrămească , Pe ulița","Frunză verde de- avrămească , Pe ulița",pe uliță,pe uliță,ciocăni,Pe ulița armenească,", Pe ulița cea grecească",3,5,pe,pe,uliță,uliță,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Du- te în vale la fântână Și -i găsi o cofă plină , Scoasă chiar de mâna mea , Pleacă -te , bade și bea , Da suflă în cruciș odată , Să nu fie descântată De cea babă fermecată .",Du- te în vale,Du- te la fântână,Du- te în vale,Du- te la fântână,în vale,la fântână,duce,în vale,la fântână,2,2,în,la,vale,fântână,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Iar primarul satului , Cu năravul dracului Vâră mîna pe sub scoarță , Scoate un bici plumbuit , Trage la țăran în spate , Trage una , trage două , Trage mereu , pân- la nouă , Iar țăranul satului , Vâră mâna pe sub scoarță , Scoate o bâtă cioguroasă , Trage la primar pe spate , Trage una , trage două , Trage pân- la patruzeci și nouă .","Iar primarul satului , Cu năravul dracului Vâră mîna pe sub scoarță , Scoate un bici plumbuit , Trage la țăran","Iar primarul satului , Cu năravul dracului Vâră mîna pe sub scoarță , Scoate un bici plumbuit , Trage în spate","Iar primarul satului , Cu năravul dracului Vâră mîna pe sub scoarță , Scoate un bici plumbuit , Trage la țăran","Iar primarul satului , Cu năravul dracului Vâră mîna pe sub scoarță , Scoate un bici plumbuit , Trage în spate",la țăran,în spate,trage,la țăran,în spate,2,2,la,în,țăran,spate,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
